seed_mof_name,seed_mof_string,seed_edge_selfies,seed_target,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_target,dreamed_mof_name,linker_hash,seed_mof_name_opt
pcu_N533_edge59522,[:0alkene][C][C][C][C][Branch][C][=C][Branch][FrH0][pop][Ring1][Branch][pop][Branch][:0alkene][pop][FrH0][pop][.][Fr][C][=C][C][Branch1][C][Fr][O][Fe][Branch1][=C][O][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][O][Ring1][Branch2][Branch1][=C][O][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][O][Ring1][#C][O][Ring2][Ring1][Branch1][&&][pcu],[:0alkene][C][C][C][C][Branch][C][=C][Branch][FrH0][pop][Ring1][Branch][pop][Branch][:0alkene][pop][FrH0][pop],2.742249966,[:0propyl][C][:0imidazole][Ring1][:0imidazole][Ring1][:3pyrimidine][Ring1][C][C][FrH0][pop][Ring1][:0amide][Ring1][FrH0][pop][pop][pop][pop][pop][.][Fr][C][=C][C][Branch1][C][Fr][O][Fe][Branch1][=C][O][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][O][Ring1][Branch2][Branch1][=C][O][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][O][Ring1][#C][O][Ring2][Ring1][Branch1][&&][pcu],[:0propyl][C][:0imidazole][Ring1][:0imidazole][Ring1][:3pyrimidine][Ring1][C][C][FrH0][pop][Ring1][:0amide][Ring1][FrH0][pop][pop][pop][pop][pop],CCCc1nccn1-c1nccn1-c1cc(NC(=O)[Fr])nc(CC[Fr])n1,3.7615036964416495,pcu_N533_875351ea,875351ea,pcu_N533_edge59522_opt
bnn_N254_edge84877,[Cl][N][C][N][Branch][N][=C][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][.][Fr][C][O][Cd][Branch2][Ring2][Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][&&][bnn],[Cl][N][C][N][Branch][N][=C][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0],3.801848173,[Cl][:0pyridine][Br][SH2][Branch][FrH0][:1carboxylic_acid][:1carboxylic_acid][=C][:1pyridine][Branch][FrH0][Cl][->][:0sulfonic_acid][:0phosphoric_acid][Br][Ring1][:2pyridine][:4pyridine][S][:0methyl][:0pyridine][=Branch][=Branch][.][Fr][C][O][Cd][Branch2][Ring2][Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][&&][bnn],[Cl][:0pyridine][Br][SH2][Branch][FrH0][:1carboxylic_acid][:1carboxylic_acid][=C][:1pyridine][Branch][FrH0][Cl][->][:0sulfonic_acid][:0phosphoric_acid][Br][Ring1][:2pyridine][:4pyridine][S][:0methyl][:0pyridine][=Branch][=Branch],CCc1cccc(-c2cc([Fr])nc(OS(=O)Br)c2COC(=O)[SH2]([Fr])c2cccnc2Cl)n1,3.139514446258545,bnn_N254_0d1004e2,0d1004e2,bnn_N254_edge84877_opt
qtz_N144_edge151578,[:0alkene][C][C][C][Branch][C][Branch][C][C][FrH0][pop][Branch][C][=C][C][FrH0][pop][:0alkene][pop][Branch][:0alkene][pop][S][pop][.][O][=C][Branch1][C][Fr][O][Er][O][C][Branch1][C][Fr][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][qtz],[:0alkene][C][C][C][Branch][C][Branch][C][C][FrH0][pop][Branch][C][=C][C][FrH0][pop][:0alkene][pop][Branch][:0alkene][pop][S][pop],3.689441204,[=P][=P][:0pyridine][Ring1][FrH0][pop][Ring1][:1carboxylic_acid][:1carboxylic_acid][:1carboxylic_acid][pop][:3pyrimidine][pop][:#1methyl_amine][#C][Br][:2pyridine][FrH0][pop][:2pyridine][pop][:1carboxylic_acid][:1carboxylic_acid][:1carboxylic_acid][:0alkene][:0alkene][:1pyridine][=S][=Branch][=S][=S][=S][=Branch][=C][.][O][=C][Branch1][C][Fr][O][Er][O][C][Branch1][C][Fr][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][qtz],[=P][=P][:0pyridine][Ring1][FrH0][pop][Ring1][:1carboxylic_acid][:1carboxylic_acid][:1carboxylic_acid][pop][:3pyrimidine][pop][:#1methyl_amine][#C][Br][:2pyridine][FrH0][pop][:2pyridine][pop][:1carboxylic_acid][:1carboxylic_acid][:1carboxylic_acid][:0alkene][:0alkene][:1pyridine][=S][=Branch][=S][=S][=S][=Branch][=C],O=C(O)OC(=O)c1c([Fr])c(P=P)nc([Fr])c1CBr,4.669200897216797,qtz_N144_4ad1b2d5,4ad1b2d5,qtz_N144_edge151578_opt
bnn_N337_edge206416,[F][C][=C][C][=C][C][=C][Branch][C][Branch][C][Branch][FrH0][pop][Branch][F][pop][Ring1][O][pop][Ring1][Branch][pop][C][O][FrH0][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bnn],[F][C][=C][C][=C][C][=C][Branch][C][Branch][C][Branch][FrH0][pop][Branch][F][pop][Ring1][O][pop][Ring1][Branch][pop][C][O][FrH0],4.529269695,[:0amide][Ring1][FrH0][:4benzenediol][Ring1][:0pyridine][O][FrH0][pop][Ring1][:1amide][Ring1][Ring2][SH2][=Ring1][:1sulfonic_acid][:1sulfonic_acid][:1sulfonic_acid][:1sulfonic_acid][#C][SH2][#C][SH2][:1pyrimidine][S][=Ring1][=Ring1][=Ring1][=Ring1][:1pyridine][S][:1carboxylic_acid][S][=Ring1][Ring2][=Ring1][=Ring1][Ring2][:4benzenediol][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bnn],[:0amide][Ring1][FrH0][:4benzenediol][Ring1][:0pyridine][O][FrH0][pop][Ring1][:1amide][Ring1][Ring2][SH2][=Ring1][:1sulfonic_acid][:1sulfonic_acid][:1sulfonic_acid][:1sulfonic_acid][#C][SH2][#C][SH2][:1pyrimidine][S][=Ring1][=Ring1][=Ring1][=Ring1][:1pyridine][S][:1carboxylic_acid][S][=Ring1][Ring2][=Ring1][=Ring1][Ring2][:4benzenediol],O=C([Fr])NO[Fr],4.572453022003174,bnn_N337_cdea608f,cdea608f,bnn_N337_edge206416_opt
pcu_N173_edge162448,[:0O_nitrile][C][C][C][C][=C][Branch][N][Branch][N][=C][Branch][FrH0][pop][Ring1][#Branch][pop][FrH0][pop][Ring1][Ring2][pop][.][Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][pcu],[:0O_nitrile][C][C][C][C][=C][Branch][N][Branch][N][=C][Branch][FrH0][pop][Ring1][#Branch][pop][FrH0][pop][Ring1][Ring2][pop],4.426792145,[:0O_nitrile][C][C][C][SH2][C][Branch][Cl][pop][:1pyridine][=Branch][SH2][:0imidazole][Ring1][FrH0][pop][pop][Branch][FrH0][=Ring1][=C][:1sulfonic_acid][->][=Ring1][:1benzenealcohol][=Ring1][:2benzenealcohol][:1benzenediol][:1pyrimidine][.][Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][pcu],[:0O_nitrile][C][C][C][SH2][C][Branch][Cl][pop][:1pyridine][=Branch][SH2][:0imidazole][Ring1][FrH0][pop][pop][Branch][FrH0][=Ring1][=C][:1sulfonic_acid][->][=Ring1][:1benzenealcohol][=Ring1][:2benzenealcohol][:1benzenediol][:1pyrimidine],N#COCC[SH2]C(Cl)c1c([SH2]c2nccn2[Fr])nc(C2OS2=O)c([Fr])c1Oc1cccc(O)c1,1.372673749923706,pcu_N173_8454efc8,8454efc8,pcu_N173_edge162448_opt
srs_N60_edge23021,[Br][C][Branch][C][=C][N][Branch][C][Branch][FrH0][pop][Branch][Br][pop][Br][pop][Br][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring1][=Branch2][&&][srs],[Br][C][Branch][C][=C][N][Branch][C][Branch][FrH0][pop][Branch][Br][pop][Br][pop][Br][pop][FrH0],3.219985485,[:0amide][Ring1][:1pyridine][Ring2][Br][pop][#C][Ring1][:0pyridine][O][O][FrH0][pop][Ring2][O][O][C][C][SH2][FrH0][FrH0][:3benzenediol][=C][:3benzenediol][:3benzenediol][:3benzenediol][:3benzenediol][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring1][=Branch2][&&][srs],[:0amide][Ring1][:1pyridine][Ring2][Br][pop][#C][Ring1][:0pyridine][O][O][FrH0][pop][Ring2][O][O][C][C][SH2][FrH0][FrH0][:3benzenediol][=C][:3benzenediol][:3benzenediol][:3benzenediol][:3benzenediol],O=C(N=Cc1cc(O)cc(O)c1-c1cc(O)cc(O)c1)c1c(O[Fr])ncc(Br)c1OOCC[SH2][Fr],2.9126627445220947,srs_N60_ab9d1185,ab9d1185,srs_N60_edge23021_opt
cds_N263_edge210635,[S][C][=C][Branch][N][=N][N][Branch][FrH0][pop][Ring1][Branch][pop][:0benzene][Branch][FrH0][pop][.][S][Mn][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][S][&&][cds],[S][C][=C][Branch][N][=N][N][Branch][FrH0][pop][Ring1][Branch][pop][:0benzene][Branch][FrH0][pop],3.396540642,[Cl][SH2][:2pyrimidine][Ring2][Br][pop][Ring1][FrH0][pop][Ring2][FrH0][pop][.][S][Mn][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][S][&&][cds],[Cl][SH2][:2pyrimidine][Ring2][Br][pop][Ring1][FrH0][pop][Ring2][FrH0][pop],Cl[SH2]c1c([Fr])nc(Br)nc1[Fr],2.3719820976257324,cds_N263_2ba7625c,2ba7625c,cds_N263_edge210635_opt
acs_N574_edge145442,[F][O][C][Branch][C][Branch][FrH0][pop][Branch][F][pop][F][pop][Branch][C][=Branch][=C][C][Branch][O][FrH0][pop][Branch][Cl][pop][F][pop][F][pop][F][.][Fr][C][=C][C][=C][N][Branch1][Ring2][C][Ring1][=Branch1][Fe][Branch1][=C][N][C][Ring1][=Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][acs],[F][O][C][Branch][C][Branch][FrH0][pop][Branch][F][pop][F][pop][Branch][C][=Branch][=C][C][Branch][O][FrH0][pop][Branch][Cl][pop][F][pop][F][pop][F],2.558570862,[:0methyl][C][:0pyridine][:1sulfonic_acid][C][Branch][SH2][pop][:4benzenediol][Ring1][:0sulfonic_acid][Branch][:1sulfonic_acid][pop][Ring2][O][FrH0][pop][Ring1][Br][pop][pop][Ring2][Br][pop][Ring1][O][FrH0][pop][pop][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:4pyridine][=P][:0sulfonic_acid][:1pyridine][.][Fr][C][=C][C][=C][N][Branch1][Ring2][C][Ring1][=Branch1][Fe][Branch1][=C][N][C][Ring1][=Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][acs],[:0methyl][C][:0pyridine][:1sulfonic_acid][C][Branch][SH2][pop][:4benzenediol][Ring1][:0sulfonic_acid][Branch][:1sulfonic_acid][pop][Ring2][O][FrH0][pop][Ring1][Br][pop][pop][Ring2][Br][pop][Ring1][O][FrH0][pop][pop][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:4pyridine][=P][:0sulfonic_acid][:1pyridine],CCc1nc(O[Fr])c(Br)cc1C([SH2])c1ccc(OBr)c([Fr])c1OOS(=O)S(=O)O,2.5556464195251465,acs_N574_54085d7e,54085d7e,acs_N574_edge145442_opt
bcu_N45_edge92424,[:0nitrile][C][C][=C][N][Branch][C][=C][C][Branch][:0nitrile][pop][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Co][Branch1][Ring2][O][Ring1][Branch2][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][Ring2][&&][bcu],[:0nitrile][C][C][=C][N][Branch][C][=C][C][Branch][:0nitrile][pop][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop],3.457297087,[:0amide][Ring1][Br][pop][Ring1][:1pyrimidine][Branch][FrH0][pop][Ring2][Br][pop][Ring1][FrH0][pop][pop][.][O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Co][Branch1][Ring2][O][Ring1][Branch2][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][Ring2][&&][bcu],[:0amide][Ring1][Br][pop][Ring1][:1pyrimidine][Branch][FrH0][pop][Ring2][Br][pop][Ring1][FrH0][pop][pop],O=C(Br)Nc1nc([Fr])nc([Fr])c1Br,2.340622663497925,bcu_N45_2d727072,2d727072,bcu_N45_edge92424_opt
qtz_N89_edge50764,[N][N][C][C][Branch][:0methyl_amine][Ring1][N][Branch][FrH0][pop][Ring1][=Branch][pop][pop][Branch][FrH0][pop][N][.][Fr][C][=C][N][Branch1][=Branch1][C][C][=C][Ring1][=Branch1][Zn][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][&&][qtz],[N][N][C][C][Branch][:0methyl_amine][Ring1][N][Branch][FrH0][pop][Ring1][=Branch][pop][pop][Branch][FrH0][pop][N],3.869109392,[:0O_nitrile][C][:0benzenediol][#Branch][Cl][pop][Ring2][:1alkyne][Ring1][N][:1sulfonic_acid][Ring1][FrH0][pop][pop][pop][Ring1][SH2][=O][Br][=S][Ring1][:0carboxylic_acid][Ring1][:0amide][Ring1][:0isocyanate][:=0methyl_amine][:=0methyl_amine][:1methyl_amine][Ring1][FrH0][pop][pop][:0phosphoric_acid][Ring2][:0pyrimidine][Ring2][Br][.][Fr][C][=C][N][Branch1][=Branch1][C][C][=C][Ring1][=Branch1][Zn][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][&&][qtz],[:0O_nitrile][C][:0benzenediol][#Branch][Cl][pop][Ring2][:1alkyne][Ring1][N][:1sulfonic_acid][Ring1][FrH0][pop][pop][pop][Ring1][SH2][=O][Br][=S][Ring1][:0carboxylic_acid][Ring1][:0amide][Ring1][:0isocyanate][:=0methyl_amine][:=0methyl_amine][:1methyl_amine][Ring1][FrH0][pop][pop][:0phosphoric_acid][Ring2][:0pyrimidine][Ring2][Br],N#COc1c(OC#CNS(=O)O[Fr])c([SH2]=O)c([SH]=NCCN[Fr])c(-c2ncc(Br)cn2)c1OCl,2.290851831436157,qtz_N89_fa9245c4,fa9245c4,qtz_N89_edge50764_opt
pcu_N37_edge53690,[FrH0][N][C][C][Branch][N][Branch][FrH0][pop][C][Branch][:0methyl][pop][Branch][:0methyl][pop][N][Branch][:0methyl][pop][Ring1][N][pop][:0methyl][.][Fr][C][O][Nd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Nd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring2][Ring1][=Branch2][&&][pcu],[FrH0][N][C][C][Branch][N][Branch][FrH0][pop][C][Branch][:0methyl][pop][Branch][:0methyl][pop][N][Branch][:0methyl][pop][Ring1][N][pop][:0methyl],4.823159218,[FrH0][C][=C][Branch][:#1methyl_amine][pop][:0imidazole][=Ring1][:0imidazole][=S][:2pyrimidine][Ring2][:2imidazole][Ring2][:0imidazole][pop][:4pyridine][:0methyl_amine][Ring1][:0sulfonic_acid][:=0methyl_amine][:1benzenediol][#Branch][:3pyrimidine][#Branch][:3pyridine][:=0methyl_amine][:1methyl_amine][:1pyridine][FrH0][:0imidazole][:1methyl_amine][:1methyl_amine][#Branch][:0imidazole][FrH0][#N][:1methyl_amine][:0imidazole][.][Fr][C][O][Nd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Nd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring2][Ring1][=Branch2][&&][pcu],[FrH0][C][=C][Branch][:#1methyl_amine][pop][:0imidazole][=Ring1][:0imidazole][=S][:2pyrimidine][Ring2][:2imidazole][Ring2][:0imidazole][pop][:4pyridine][:0methyl_amine][Ring1][:0sulfonic_acid][:=0methyl_amine][:1benzenediol][#Branch][:3pyrimidine][#Branch][:3pyridine][:=0methyl_amine][:1methyl_amine][:1pyridine][FrH0][:0imidazole][:1methyl_amine][:1methyl_amine][#Branch][:0imidazole][FrH0][#N][:1methyl_amine][:0imidazole],NCNn1ccnc1NCc1ccc(-c2nccc(-c3c(O)cccc3OS(=O)OCNn3c(-c4ncc(-n5ccnc5-n5ccnc5C(=C[Fr])CN)cn4)cnc3-c3ncc[nH]3)n2)c(CN[Fr])n1,1.5882012844085691,pcu_N37_48f1b652,48f1b652,pcu_N37_edge53690_opt
eta_N315_edge35142,[F][C][=C][Branch][C][N][Branch][C][Branch][F][pop][Ring1][Branch][pop][FrH0][pop][FrH0][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][eta],[F][C][=C][Branch][C][N][Branch][C][Branch][F][pop][Ring1][Branch][pop][FrH0][pop][FrH0],4.270339966,[:0phosphoric_acid][Ring2][:0phosphoric_acid][Ring1][FrH0][pop][Ring1][:0phosphoric_acid][Ring1][F][pop][Ring1][FrH0][:1benzenealcohol][:=0methyl_amine][:=0methyl_amine][Ring1][=O][:0benzenealcohol][=Ring1][:0pyrimidine][:1pyrimidine][:0benzenealcohol][:2benzenealcohol][:5benzenealcohol][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][eta],[:0phosphoric_acid][Ring2][:0phosphoric_acid][Ring1][FrH0][pop][Ring1][:0phosphoric_acid][Ring1][F][pop][Ring1][FrH0][:1benzenealcohol][:=0methyl_amine][:=0methyl_amine][Ring1][=O][:0benzenealcohol][=Ring1][:0pyrimidine][:1pyrimidine][:0benzenealcohol][:2benzenealcohol][:5benzenealcohol],O=P(OF)(O[Fr])OOP(=O)(O[Fr])OOP1(=O)OO1,3.398754835128784,eta_N315_fb47d265,fb47d265,eta_N315_edge35142_opt
bcg_N348_edge7410,[F][C][=C][C][=C][Branch][S][C][=Branch][=C][Ring1][#Branch][Ring1][=Branch][pop][FrH0][pop][FrH0][.][Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1][&&][bcg],[F][C][=C][C][=C][Branch][S][C][=Branch][=C][Ring1][#Branch][Ring1][=Branch][pop][FrH0][pop][FrH0],2.493935585,[:1alkyne][:1alkyne][=C][C][:2benzenealcohol][Branch][FrH0][:1sulfonic_acid][C][C][S][C][Branch][FrH0][=Ring1][=C][S][#N][:1sulfonic_acid][S][=Ring1][:0pyridine][S][=Ring1][=Ring1][=S][S][:3pyridine][=S][:1sulfonic_acid][:1pyrimidine][=Ring1][O][:4benzenediol][:2benzenealcohol][:0methyl][.][Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1][&&][bcg],[:1alkyne][:1alkyne][=C][C][:2benzenealcohol][Branch][FrH0][:1sulfonic_acid][C][C][S][C][Branch][FrH0][=Ring1][=C][S][#N][:1sulfonic_acid][S][=Ring1][:0pyridine][S][=Ring1][=Ring1][=S][S][:3pyridine][=S][:1sulfonic_acid][:1pyrimidine][=Ring1][O][:4benzenediol][:2benzenealcohol][:0methyl],C#CCCc1cc(-c2ccc(CC)nc2S(=O)O)c(O[Fr])c(CCSC[Fr])c1N1OS1=O,1.3442752361297607,bcg_N348_bac5b4ba,bac5b4ba,bcg_N348_edge7410_opt
