,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_target,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_target,dreamed_mof_name,linker_hash
24,gis_N627_edge212316,[:0isocyanate][C][C][=C][C][Branch][C][Branch][FrH0][pop][Ring1][Ring2][pop][=C][C][=C][C][=Branch][=C][C][=Branch][:=0amide][pop][Ring1][=Branch][pop][FrH0][pop][.][Fr][C][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][gis],[:0isocyanate][C][C][=C][C][Branch][C][Branch][FrH0][pop][Ring1][Ring2][pop][=C][C][=C][C][=Branch][=C][C][=Branch][:=0amide][pop][Ring1][=Branch][pop][FrH0][pop],0.759011499,[:0propyl][:0methyl][:1benzenediol][N][N][pop][:0methyl_amine][:1carboxylic_acid][C][:1imidazole][:=0methyl_amine][:0benzenediol][#Branch][FrH0][:5benzenediol][:5benzenediol][:0alkene][:3imidazole][:5benzenealcohol][:3benzenediol][:3benzenediol][:0methyl_amine][pop][:2benzenediol][:3benzenediol][:5benzenediol][:=0methyl_amine][#N][FrH0][:1benzenediol][pop][:0propyl][:3benzenediol][:0propyl][:0pyridine][:0propyl][:0imidazole][=P][:0benzene][.][Fr][C][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][gis],[:0propyl][:0methyl][:1benzenediol][N][N][pop][:0methyl_amine][:1carboxylic_acid][C][:1imidazole][:=0methyl_amine][:0benzenediol][#Branch][FrH0][:5benzenediol][:5benzenediol][:0alkene][:3imidazole][:5benzenealcohol][:3benzenediol][:3benzenediol][:0methyl_amine][pop][:2benzenediol][:3benzenediol][:5benzenediol][:=0methyl_amine][#N][FrH0][:1benzenediol][pop][:0propyl][:3benzenediol][:0propyl][:0pyridine][:0propyl][:0imidazole][=P][:0benzene],CCCOc1cc(O)cc(C(=O)On2cncc2-c2c(O[Fr])cccc2OOc2cccc(O)c2-c2c[nH]c(-c3cc(O)c(-c4cc(O)cc(O)c4-c4ncccc4-c4nccn4-c4ccccc4)c(Oc4cc(O)cc(O)c4NC[Fr])c3NC)n2)c1N,0.937982844,gis_N627_4656869d,4656869d
25,dia-f_N170_edge71478,[O][O][C][=C][C][Branch][C][Branch][C][Branch][C][Branch][O][O][pop][Branch][FrH0][pop][Ring1][=Branch][pop][O][O][pop][Branch][O][O][pop][O][O][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Ni][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][&&][dia-f],[O][O][C][=C][C][Branch][C][Branch][C][Branch][C][Branch][O][O][pop][Branch][FrH0][pop][Ring1][=Branch][pop][O][O][pop][Branch][O][O][pop][O][O][pop][FrH0],0.967763102,[:0propyl][C][:4benzenediol][Ring2][:0methyl][pop][Ring1][:1methyl_amine][pop][Ring1][FrH0][:0propyl][:5benzenediol][C][Branch][C][pop][C][FrH0][pop][pop][.][O][=C][Branch1][C][Fr][O][Ni][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][&&][dia-f],[:0propyl][C][:4benzenediol][Ring2][:0methyl][pop][Ring1][:1methyl_amine][pop][Ring1][FrH0][:0propyl][:5benzenediol][C][Branch][C][pop][C][FrH0][pop][pop],CCCc1c(O)c(CC)c(OCN)c([Fr])c1Oc1cccc(O[Fr])c1C,1.023465851,dia-f_N170_ce496803,ce496803
26,nbo_N174_edge93302,[:0methyl_amine][Ring1][O][C][Branch][O][O][O][FrH0][pop][Branch][O][C][=C][Branch][C][Branch][:1methyl_amine][pop][FrH0][pop][:1methyl_amine][pop][:1methyl_amine][pop][.][Fr][C][C][=C][C][=C][N][Ring1][Branch1][Ni][N][C][=Ring1][=Branch2][C][=C][C][Ring1][Branch1][=C][Branch1][C][Fr][C][N][Ring1][#Branch2][C][Branch2][Ring1][Branch1][C][Branch1][C][Fr][C][N][Ring1][#C][C][Branch1][Branch1][C][C][=Ring1][Branch1][=C][Ring2][Ring1][Branch1][Fr][=C][C][=Ring1][=C][&&][nbo],[:0methyl_amine][Ring1][O][C][Branch][O][O][O][FrH0][pop][Branch][O][C][=C][Branch][C][Branch][:1methyl_amine][pop][FrH0][pop][:1methyl_amine][pop][:1methyl_amine][pop],1.019604453,[Branch][FrH0][C][O][C][Branch][pop][pop][=Branch][:0propyl][FrH0][pop][:5benzenealcohol][:1methyl_amine][pop][Branch][C][O][FrH0][:0methyl][pop][:1methyl_amine][:1methyl_amine][:3imidazole][:0pyridine][:3pyridine][:0benzenealcohol][:0pyrimidine][N][.][Fr][C][C][=C][C][=C][N][Ring1][Branch1][Ni][N][C][=Ring1][=Branch2][C][=C][C][Ring1][Branch1][=C][Branch1][C][Fr][C][N][Ring1][#Branch2][C][Branch2][Ring1][Branch1][C][Branch1][C][Fr][C][N][Ring1][#C][C][Branch1][Branch1][C][C][=Ring1][Branch1][=C][Ring2][Ring1][Branch1][Fr][=C][C][=Ring1][=C][&&][nbo],[Branch][FrH0][C][O][C][Branch][pop][pop][=Branch][:0propyl][FrH0][pop][:5benzenealcohol][:1methyl_amine][pop][Branch][C][O][FrH0][:0methyl][pop][:1methyl_amine][:1methyl_amine][:3imidazole][:0pyridine][:3pyridine][:0benzenealcohol][:0pyrimidine][N],CCCC(OC[Fr])Oc1cc(CNc2ncccc2-c2c(N)cccc2O)cc(CO[Fr])c1,0.980057705,nbo_N174_e3f698c0,e3f698c0
27,reo_N348_edge147303,[FrH0][C][Branch][C][C][=C][C][C][C][Branch][S][S][pop][=C][FrH0][pop][P][Branch][C][pop][C][.][Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1][&&][reo],[FrH0][C][Branch][C][C][=C][C][C][C][Branch][S][S][pop][=C][FrH0][pop][P][Branch][C][pop][C],0.875290614,[:0propyl][C][:3benzenediol][Ring2][FrH0][pop][Branch][C][C][:1methyl_amine][Ring1][C][C][C][Branch][FrH0][pop][C][Branch][C][pop][:0propyl][pop][pop][pop][.][Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1][&&][reo],[:0propyl][C][:3benzenediol][Ring2][FrH0][pop][Branch][C][C][:1methyl_amine][Ring1][C][C][C][Branch][FrH0][pop][C][Branch][C][pop][:0propyl][pop][pop][pop],CCCc1cc(O[Fr])cc(O)c1CCCNCCC([Fr])C(C)CCC,1.066714469,reo_N348_4bbedbba,4bbedbba
28,gme_N125_edge7486,[Cl][C][=C][N][Branch][N][=C][Branch][N][Ring1][=Branch][pop][FrH0][pop][FrH0][.][Fr][C][O][Cu][O][C][Branch1][C][Fr][O][Cu][Branch2][Ring1][#C][O][C][Branch1][C][Fr][O][Cu][Branch1][Ring2][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][S][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][&&][gme],[Cl][C][=C][N][Branch][N][=C][Branch][N][Ring1][=Branch][pop][FrH0][pop][FrH0],0.745222674,[:0propyl][:1sulfonic_acid][O][:1pyrimidine][Ring1][C][:1benzenediol][:3benzenealcohol][C][=C][C][=C][C][Branch][#N][Branch][FrH0][pop][:0isocyanate][:3imidazole][pop][:0propyl][:0propyl][:1amide][:1alkyne][Ring1][:1benzenealcohol][:0methyl_amine][C][FrH0][:1methyl_amine][:2pyrimidine][C][C][=C][:=0methyl_amine][:0methyl][pop][:0benzene][.][Fr][C][O][Cu][O][C][Branch1][C][Fr][O][Cu][Branch2][Ring1][#C][O][C][Branch1][C][Fr][O][Cu][Branch1][Ring2][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][S][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][&&][gme],[:0propyl][:1sulfonic_acid][O][:1pyrimidine][Ring1][C][:1benzenediol][:3benzenealcohol][C][=C][C][=C][C][Branch][#N][Branch][FrH0][pop][:0isocyanate][:3imidazole][pop][:0propyl][:0propyl][:1amide][:1alkyne][Ring1][:1benzenealcohol][:0methyl_amine][C][FrH0][:1methyl_amine][:2pyrimidine][C][C][=C][:=0methyl_amine][:0methyl][pop][:0benzene],CCCOc1ncncc1COc1c(C=CC=CCN([Fr])N=C=O)c(CCC)cc(OC[Fr])c1-c1cncnc1C=C=NC,0.970966385,gme_N125_5decad6c,5decad6c
29,cds_N417_edge78202,[:0nitrile][C][C][=C][N][Branch][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][:0nitrile][pop][:0nitrile][pop][FrH0][pop][.][Fr][C][O][Cd][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][Ring1][P][&&][cds],[:0nitrile][C][C][=C][N][Branch][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][:0nitrile][pop][:0nitrile][pop][FrH0][pop],0.738449266,[C][N][Branch][C][C][C][C][Branch][FrH0][C][=C][:1alkyne][:0methyl_amine][:0methyl_amine][pop][O][O][C][C][FrH0][:1methyl_amine][:0propyl][:0propyl][:3benzenediol][:1alkyne][:3pyridine][:4pyridine][:3pyrimidine][:3imidazole][pop][:5benzenediol][.][Fr][C][O][Cd][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][Ring1][P][&&][cds],[C][N][Branch][C][C][C][C][Branch][FrH0][C][=C][:1alkyne][:0methyl_amine][:0methyl_amine][pop][O][O][C][C][FrH0][:1methyl_amine][:0propyl][:0propyl][:3benzenediol][:1alkyne][:3pyridine][:4pyridine][:3pyrimidine][:3imidazole][pop][:5benzenediol],CNC#CC=CC([Fr])CCCN(C)OCC[Fr],0.87676159,cds_N417_228487d3,228487d3
30,lvt_N445_edge53782,[Cl][C][N][Branch][N][Branch][C][Branch][C][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][Cl][pop][Cl][pop][Cl][pop][FrH0][pop][Cl][.][Fr][C][C][N][C][Branch2][Ring2][N][C][Branch1][C][Fr][=C][C][=C][C][=C][Branch1][C][Fr][C][=C][C][=C][N][Ring1][Branch1][Zn][Ring1][S][Branch1][=Branch1][N][Ring1][#Branch2][Ring1][=N][N][C][=Ring2][Ring1][Branch1][C][=C][C][Ring1][Branch1][=C][Ring1][#Branch2][Fr][=C][C][=Ring2][Ring1][O][&&][lvt],[Cl][C][N][Branch][N][Branch][C][Branch][C][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][Cl][pop][Cl][pop][Cl][pop][FrH0][pop][Cl],0.6517605,[:0propyl][C][N][Branch][C][C][C][:4benzenediol][Ring2][:1methyl_amine][pop][:0propyl][FrH0][pop][pop][FrH0][Branch][pop][pop][:0amide][Ring1][:0methyl][:1benzenediol][pop][pop][:0methyl_amine][SH2][Ring2][.][Fr][C][C][N][C][Branch2][Ring2][N][C][Branch1][C][Fr][=C][C][=C][C][=C][Branch1][C][Fr][C][=C][C][=C][N][Ring1][Branch1][Zn][Ring1][S][Branch1][=Branch1][N][Ring1][#Branch2][Ring1][=N][N][C][=Ring2][Ring1][Branch1][C][=C][C][Ring1][Branch1][=C][Ring1][#Branch2][Fr][=C][C][=Ring2][Ring1][O][&&][lvt],[:0propyl][C][N][Branch][C][C][C][:4benzenediol][Ring2][:1methyl_amine][pop][:0propyl][FrH0][pop][pop][FrH0][Branch][pop][pop][:0amide][Ring1][:0methyl][:1benzenediol][pop][pop][:0methyl_amine][SH2][Ring2],CCCN([Fr])CCCc1ccc(O[Fr])c(CN)c1O,0.998040041,lvt_N445_00b30adf,00b30adf
31,crb_N627_edge135755,[FrH0][:0benzene][Ring2][:0methyl][pop][Ring1][:1alkyne][Ring1][FrH0][pop][pop][Ring1][:0methyl][pop][.][Fr][C][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][crb],[FrH0][:0benzene][Ring2][:0methyl][pop][Ring1][:1alkyne][Ring1][FrH0][pop][pop][Ring1][:0methyl][pop],0.847059113,[:0propyl][C][:5benzenealcohol][Ring1][:0propyl][pop][Branch][:2benzenediol][C][FrH0][pop][pop][:0methyl][:3benzenealcohol][Ring1][:1methyl_amine][Ring1][:1methyl_amine][:1benzenealcohol][:4benzenediol][Ring2][FrH0][pop][pop][=Branch][Ring1][:3pyrimidine][Ring2][:0methyl][pop][pop][pop][:0propyl][pop][:1methyl_amine][:3pyridine][.][Fr][C][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][crb],[:0propyl][C][:5benzenealcohol][Ring1][:0propyl][pop][Branch][:2benzenediol][C][FrH0][pop][pop][:0methyl][:3benzenealcohol][Ring1][:1methyl_amine][Ring1][:1methyl_amine][:1benzenealcohol][:4benzenediol][Ring2][FrH0][pop][pop][=Branch][Ring1][:3pyrimidine][Ring2][:0methyl][pop][pop][pop][:0propyl][pop][:1methyl_amine][:3pyridine],CCCOc1c(CCC)ccc(-c2c(O)cc(O)cc2[Fr])c1-c1cccc(O)c1CNCNc1ccc(O)c([Fr])c1O,0.955633156,crb_N627_185c2eb8,185c2eb8
32,sxb_N170_edge78368,[P][C][=C][C][Branch][C][Branch][N][N][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][P][pop][P][pop][Branch][FrH0][pop][P][.][O][=C][Branch1][C][Fr][O][Ni][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][&&][sxb],[P][C][=C][C][Branch][C][Branch][N][N][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][P][pop][P][pop][Branch][FrH0][pop][P],0.782910637,[:0benzenediol][:1methyl_amine][:0pyridine][:1benzenediol][F][:0methyl][pop][:0benzene][FrH0][Ring1][C][Ring2][:1methyl_amine][pop][N][:0propyl][pop][N][:0methyl][N][C][O][FrH0][pop][:0methyl][C][:=1methyl_amine][:0carboxylic_acid][pop][:0benzenealcohol][#C][.][O][=C][Branch1][C][Fr][O][Ni][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][&&][sxb],[:0benzenediol][:1methyl_amine][:0pyridine][:1benzenediol][F][:0methyl][pop][:0benzene][FrH0][Ring1][C][Ring2][:1methyl_amine][pop][N][:0propyl][pop][N][:0methyl][N][C][O][FrH0][pop][:0methyl][C][:=1methyl_amine][:0carboxylic_acid][pop][:0benzenealcohol][#C],CCc1c(O)c(-c2nc(C)c([Fr])cc2F)c(O)c(C=CN)c1O[Fr],1.001545236,sxb_N170_302049ce,302049ce
33,qtz_N691_edge150661,[N][C][Branch][C][Branch][C][Branch][:2pyridine][pop][FrH0][pop][C][=C][C][C][FrH0][pop][C][.][O][=C][Branch1][C][Fr][O][Tb][O][C][Branch1][C][Fr][O][Tb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][qtz],[N][C][Branch][C][Branch][C][Branch][:2pyridine][pop][FrH0][pop][C][=C][C][C][FrH0][pop][C],0.78562427,[:0propyl][C][C][O][C][Branch][FrH0][:1methyl_amine][:4benzenealcohol][Ring2][C][:2pyridine][:1benzenediol][:2pyridine][Branch][C][pop][:0propyl][:4benzenediol][Ring1][:0methyl_amine][:1imidazole][C][FrH0][:2pyridine][:1imidazole][:0imidazole][:5benzenealcohol][:0isocyanate][pop][:0amide][pop][C][pop][pop][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Tb][O][C][Branch1][C][Fr][O][Tb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][qtz],[:0propyl][C][C][O][C][Branch][FrH0][:1methyl_amine][:4benzenealcohol][Ring2][C][:2pyridine][:1benzenediol][:2pyridine][Branch][C][pop][:0propyl][:4benzenediol][Ring1][:0methyl_amine][:1imidazole][C][FrH0][:2pyridine][:1imidazole][:0imidazole][:5benzenealcohol][:0isocyanate][pop][:0amide][pop][C][pop][pop][pop][FrH0],CCCCOC([Fr])CNOc1cc(O)cc(-c2ccc(O)c(-c3nccn3N=C=O)c2ONCC[Fr])c1C,0.877313172,qtz_N691_7597729d,7597729d
34,utk_N681_edge126094,[:0sulfonic_acid][Ring1][C][Branch][:0benzene][Branch][FrH0][pop][pop][C][C][FrH0][pop][.][Fr][C][C][=C][N][Ag][Ag][Branch2][Ring2][=Branch1][Ag][Ring1][Ring1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][Branch1][#Branch1][N][Ring1][N][C][=Ring1][S][N][N][Ring1][=N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Ag][Ring2][Ring1][Ring2][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Ring2][Ring1][O][Branch1][#C][N][N][Ring2][Ring1][N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][&&][utk],[:0sulfonic_acid][Ring1][C][Branch][:0benzene][Branch][FrH0][pop][pop][C][C][FrH0][pop],0.714467656,[FrH0][O][C][:4benzenealcohol][:0methyl_amine][C][C][:1alkyne][O][C][C][:5benzenediol][:3benzenediol][:1pyridine][:1amide][:0propyl][:1methyl_amine][:0propyl][:0benzenealcohol][:0amide][FrH0][:3pyridine][:3pyrimidine][:0pyrimidine][F][:2benzenealcohol][:2benzenealcohol][:4benzenealcohol][:1methyl_amine][:5benzenealcohol][:5benzenealcohol][:3imidazole][C][.][Fr][C][C][=C][N][Ag][Ag][Branch2][Ring2][=Branch1][Ag][Ring1][Ring1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][Branch1][#Branch1][N][Ring1][N][C][=Ring1][S][N][N][Ring1][=N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Ag][Ring2][Ring1][Ring2][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Ring2][Ring1][O][Branch1][#C][N][N][Ring2][Ring1][N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][&&][utk],[FrH0][O][C][:4benzenealcohol][:0methyl_amine][C][C][:1alkyne][O][C][C][:5benzenediol][:3benzenediol][:1pyridine][:1amide][:0propyl][:1methyl_amine][:0propyl][:0benzenealcohol][:0amide][FrH0][:3pyridine][:3pyrimidine][:0pyrimidine][F][:2benzenealcohol][:2benzenealcohol][:4benzenealcohol][:1methyl_amine][:5benzenealcohol][:5benzenealcohol][:3imidazole][C],CCCc1c(-c2c(O)cccc2OCCC#CCCOc2ccccc2CO[Fr])cncc1-c1c(O)ccc(-c2cc(-c3ccc(O)cc3CNOc3ccccc3C)nc(F)n2)c1[Fr],0.83368863,utk_N681_85580908,85580908
35,hex_N375_edge106702,[:0isocyanate][C][O][C][Branch][O][FrH0][pop][Branch][N][C][Branch][:0isocyanate][pop][C][=C][Branch][:0isocyanate][pop][FrH0][pop][:0isocyanate][pop][.][Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N][&&][hex],[:0isocyanate][C][O][C][Branch][O][FrH0][pop][Branch][N][C][Branch][:0isocyanate][pop][C][=C][Branch][:0isocyanate][pop][FrH0][pop][:0isocyanate][pop],0.848277207,[:0propyl][C][C][Branch][:1methyl_amine][:1alkyne][FrH0][pop][:1benzenealcohol][#Branch][:1benzenediol][=Branch][:1alkyne][Ring1][FrH0][->][pop][:1methyl_amine][:0methyl][pop][:0propyl][:0nitrile][pop][pop][pop][:1methyl_amine][.][Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N][&&][hex],[:0propyl][C][C][Branch][:1methyl_amine][:1alkyne][FrH0][pop][:1benzenealcohol][#Branch][:1benzenediol][=Branch][:1alkyne][Ring1][FrH0][->][pop][:1methyl_amine][:0methyl][pop][:0propyl][:0nitrile][pop][pop][pop][:1methyl_amine],CCCC(CN)(CN[Fr])Oc1cccc(OC#C[Fr])c1,0.95687026,hex_N375_dfff09f7,dfff09f7
36,ana_N627_edge193969,[N][C][=C][Branch][C][=C][Branch][C][Branch][O][O][C][=Branch][=C][Branch][N][pop][Ring1][N][pop][Ring1][=Branch][pop][Branch][FrH0][pop][N][pop][N][pop][FrH0][.][Fr][C][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][ana],[N][C][=C][Branch][C][=C][Branch][C][Branch][O][O][C][=Branch][=C][Branch][N][pop][Ring1][N][pop][Ring1][=Branch][pop][Branch][FrH0][pop][N][pop][N][pop][FrH0],0.795922634,[:0propyl][C][C][:1benzenediol][=Branch][FrH0][pop][Ring1][:3benzenediol][:4benzenealcohol][Ring2][C][:0propyl][pop][C][C][Branch][N][pop][:3imidazole][O][FrH0][pop][O][:0propyl][pop][pop][Ring1][:4benzenediol][pop][:0propyl][pop][pop][pop][:0propyl][.][Fr][C][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][ana],[:0propyl][C][C][:1benzenediol][=Branch][FrH0][pop][Ring1][:3benzenediol][:4benzenealcohol][Ring2][C][:0propyl][pop][C][C][Branch][N][pop][:3imidazole][O][FrH0][pop][O][:0propyl][pop][pop][Ring1][:4benzenediol][pop][:0propyl][pop][pop][pop][:0propyl],CCCCOc1cccc(O[Fr])c1-c1cc(O)c(-c2ccc(O)cc2O)c(OC(N)c2cn([Fr])c(CCC)n2)c1,0.941936035,ana_N627_a9df155a,a9df155a
