,MOFname,edge_group_selfie,node_selfie,topo,heat_of_adsorption_CO2_300_kJ_mol,log_CO2_N2_selectivity,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens
943,bnn_N337_edge206416,[F][C][=C][C][=C][C][=C][Branch][C][Branch][C][Branch][FrH0][pop][Branch][F][pop][Ring1][O][pop][Ring1][Branch][pop][C][O][FrH0],[O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O],bnn,-18.80316154,1.704129472,"[63, 61, 52, 61, 52, 61, 52, 60, 61, 60, 61, 60, 64, 72, 60, 63, 72, 68, 66, 72, 68, 60, 72, 61, 66, 64]",26,[O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bnn],"[48, 7, 20, 22, 34, 48, 41, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 48, 41, 20, 1, 48, 22, 20, 22, 34, 9, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 5, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 2, 48, 22, 20, 22, 34, 9, 4, 70]",71,[F][C][=C][C][=C][C][=C][Branch][C][Branch][C][Branch][FrH0][pop][Branch][F][pop][Ring1][O][pop][Ring1][Branch][pop][C][O][FrH0][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bnn],"[87, 75, 58, 75, 58, 75, 58, 74, 75, 74, 75, 74, 89, 148, 74, 87, 148, 110, 104, 148, 110, 74, 148, 75, 104, 89, 8, 104, 58, 72, 75, 90, 104, 97, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 104, 97, 72, 1, 104, 75, 72, 75, 90, 60, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 55, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 2, 104, 75, 72, 75, 90, 60, 6, 127]",99
944,crb_N393_edge12462,[FrH0][C][Branch][C][=C][Branch][N][Branch][FrH0][pop][C][=C][pop][P][Branch][C][pop][C][pop][=Ring1][->][#Branch],[Fr][C][Ge][S][Ge][Branch2][Ring1][#Branch2][S][Ge][Branch1][Ring1][C][Fr][Branch1][#C][S][Ge][Branch1][Ring1][C][Fr][Branch1][Ring2][S][Ring1][#Branch2][S][Ring1][=N][S][Ring1][=C][C][Fr],crb,-10.6637738,1.104129544,"[64, 61, 60, 61, 52, 60, 65, 60, 64, 72, 61, 52, 72, 67, 60, 61, 72, 61, 72, 56, 4, 1]",22,[Fr][C][Ge][S][Ge][Branch2][Ring1][#Branch2][S][Ge][Branch1][Ring1][C][Fr][Branch1][#C][S][Ge][Branch1][Ring1][C][Fr][Branch1][Ring2][S][Ring1][#Branch2][S][Ring1][=N][S][Ring1][=C][C][Fr][&&][crb],"[34, 22, 36, 56, 36, 21, 54, 2, 56, 36, 20, 54, 22, 34, 20, 3, 56, 36, 20, 54, 22, 34, 20, 55, 56, 54, 2, 56, 54, 8, 56, 54, 7, 22, 34, 4, 73]",37,[FrH0][C][Branch][C][=C][Branch][N][Branch][FrH0][pop][C][=C][pop][P][Branch][C][pop][C][pop][=Ring1][->][#Branch][.][Fr][C][Ge][S][Ge][Branch2][Ring1][#Branch2][S][Ge][Branch1][Ring1][C][Fr][Branch1][#C][S][Ge][Branch1][Ring1][C][Fr][Branch1][Ring2][S][Ring1][#Branch2][S][Ring1][=N][S][Ring1][=C][C][Fr][&&][crb],"[89, 75, 74, 75, 58, 74, 101, 74, 89, 148, 75, 58, 148, 105, 74, 75, 148, 75, 148, 62, 7, 3, 8, 90, 75, 92, 113, 92, 73, 110, 2, 113, 92, 72, 110, 75, 90, 72, 4, 113, 92, 72, 110, 75, 90, 72, 111, 113, 110, 2, 113, 110, 59, 113, 110, 58, 75, 90, 6, 130]",61
945,utk_N579_edge78321,[N][C][=C][C][Branch][C][Branch][N][N][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][N][pop][N][pop][Branch][FrH0][pop][N],[Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring1][N],utk,-28.774274,3.704833382,"[65, 61, 52, 61, 60, 61, 60, 65, 65, 60, 64, 72, 68, 51, 72, 60, 65, 72, 65, 72, 60, 64, 72, 65]",24,[Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring1][N][&&][utk],"[34, 22, 48, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 54, 45, 4, 101]",29,[N][C][=C][C][Branch][C][Branch][N][N][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][N][pop][N][pop][Branch][FrH0][pop][N][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring1][N][&&][utk],"[101, 75, 58, 75, 74, 75, 74, 101, 101, 74, 89, 148, 110, 57, 148, 74, 101, 148, 101, 148, 74, 89, 148, 101, 8, 90, 75, 104, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 110, 101, 6, 159]",55
946,pcu_N480_edge206921,[:0nitrile][C][C][Branch][C][:0benzene][Ring1][FrH0][pop][Ring1][F][pop][Ring1][F][pop][Ring1][FrH0][pop][Ring1][Ring1][O][pop][pop][F][pop],[O][=C][Branch1][C][Fr][O][Co][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1],pcu,-13.9821767,1.510269367,"[17, 61, 61, 60, 61, 9, 68, 64, 72, 68, 63, 72, 68, 63, 72, 68, 64, 72, 68, 68, 66, 72, 72, 63, 72]",25,[O][=C][Branch1][C][Fr][O][Co][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][pcu],"[48, 7, 20, 22, 34, 48, 26, 26, 20, 1, 48, 22, 20, 22, 34, 9, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 48, 22, 20, 22, 34, 48, 55, 54, 5, 4, 90]",58,[:0nitrile][C][C][Branch][C][:0benzene][Ring1][FrH0][pop][Ring1][F][pop][Ring1][F][pop][Ring1][FrH0][pop][Ring1][Ring1][O][pop][pop][F][pop][.][O][=C][Branch1][C][Fr][O][Co][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][pcu],"[21, 75, 75, 74, 75, 13, 110, 89, 148, 110, 87, 148, 110, 87, 148, 110, 89, 148, 110, 110, 104, 148, 148, 87, 148, 8, 104, 58, 72, 75, 90, 104, 80, 80, 72, 1, 104, 75, 72, 75, 90, 60, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 104, 75, 72, 75, 90, 104, 111, 110, 55, 6, 147]",85
947,rob_N491_edge61948,[:0methyl_amine][Ring1][C][=C][Branch][C][S][C][Branch][C][Branch][:1methyl_amine][pop][Branch][:1methyl_amine][pop][FrH0][pop][Ring1][Branch][pop][FrH0][pop],[Fr][C][O][Co][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][Ring2][O][Ring1][=N][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1],rob,-43.05421866,5.715375486,"[16, 68, 61, 52, 60, 61, 71, 61, 60, 61, 60, 29, 72, 60, 29, 72, 64, 72, 68, 60, 72, 64, 72]",23,[Fr][C][O][Co][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][Ring2][O][Ring1][=N][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][rob],"[34, 22, 48, 26, 48, 22, 20, 22, 34, 48, 26, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 55, 48, 54, 8, 48, 22, 20, 22, 34, 48, 26, 20, 6, 48, 22, 20, 22, 34, 48, 54, 3, 48, 22, 20, 22, 34, 48, 55, 54, 54, 4, 94]",54,[:0methyl_amine][Ring1][C][=C][Branch][C][S][C][Branch][C][Branch][:1methyl_amine][pop][Branch][:1methyl_amine][pop][FrH0][pop][Ring1][Branch][pop][FrH0][pop][.][Fr][C][O][Co][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][Ring2][O][Ring1][=N][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][rob],"[20, 110, 75, 58, 74, 75, 113, 75, 74, 75, 74, 33, 148, 74, 33, 148, 89, 148, 110, 74, 148, 89, 148, 8, 90, 75, 104, 80, 104, 75, 72, 75, 90, 104, 80, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 111, 104, 110, 59, 104, 75, 72, 75, 90, 104, 80, 72, 56, 104, 75, 72, 75, 90, 104, 110, 4, 104, 75, 72, 75, 90, 104, 111, 110, 110, 6, 152]",79
948,utp_N621_edge47902,[S][=C][C][N][N][Branch][N][Branch][N][C][Branch][C][=S][pop][Branch][FrH0][pop][Ring1][=Branch][pop][C][=S][pop][FrH0],[Fr][C][C][Ag][Ring1][Ring1][Branch1][Branch2][C][Branch1][C][Fr][C][Ring1][Ring2][C][C][Ring1][=Branch1][Fr],utp,-14.8525354,1.57371983,"[71, 52, 61, 65, 65, 60, 65, 60, 65, 61, 60, 61, 58, 72, 60, 64, 72, 68, 51, 72, 61, 58, 72, 64]",24,[Fr][C][C][Ag][Ring1][Ring1][Branch1][Branch2][C][Branch1][C][Fr][C][Ring1][Ring2][C][C][Ring1][=Branch1][Fr][&&][utp],"[34, 22, 22, 14, 54, 54, 20, 21, 22, 20, 22, 34, 22, 54, 55, 22, 22, 54, 5, 34, 4, 102]",22,[S][=C][C][N][N][Branch][N][Branch][N][C][Branch][C][=S][pop][Branch][FrH0][pop][Ring1][=Branch][pop][C][=S][pop][FrH0][.][Fr][C][C][Ag][Ring1][Ring1][Branch1][Branch2][C][Branch1][C][Fr][C][Ring1][Ring2][C][C][Ring1][=Branch1][Fr][&&][utp],"[113, 58, 75, 101, 101, 74, 101, 74, 101, 75, 74, 75, 64, 148, 74, 89, 148, 110, 57, 148, 75, 64, 148, 89, 8, 90, 75, 75, 65, 110, 110, 72, 73, 75, 72, 75, 90, 75, 110, 111, 75, 75, 110, 55, 90, 6, 160]",48
949,gme_N383_edge173466,[O][O][C][S][=Branch][=C][Branch][S][C][Branch][C][Branch][O][O][pop][Branch][FrH0][pop][Ring1][=Branch][pop][=S][pop][FrH0][pop][O][O],[O][C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C],gme,-8.969009704,0.851837133,"[66, 66, 61, 71, 51, 52, 60, 71, 61, 60, 61, 60, 66, 66, 72, 60, 64, 72, 68, 51, 72, 58, 72, 64, 72, 66, 66]",27,[O][C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][&&][gme],"[48, 22, 20, 22, 34, 48, 65, 48, 22, 20, 22, 34, 48, 65, 20, 1, 48, 22, 20, 22, 34, 48, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 48, 55, 54, 22, 4, 81]",43,[O][O][C][S][=Branch][=C][Branch][S][C][Branch][C][Branch][O][O][pop][Branch][FrH0][pop][Ring1][=Branch][pop][=S][pop][FrH0][pop][O][O][.][O][C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][&&][gme],"[104, 104, 75, 113, 57, 58, 74, 113, 75, 74, 75, 74, 104, 104, 148, 74, 89, 148, 110, 57, 148, 64, 148, 89, 148, 104, 104, 8, 104, 75, 72, 75, 90, 104, 122, 104, 75, 72, 75, 90, 104, 122, 72, 1, 104, 75, 72, 75, 90, 104, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 104, 111, 110, 75, 6, 138]",72
950,ths_N321_edge54427,[O][C][N][N][Branch][N][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][O][pop][FrH0],[Fr][C][=C][Branch2][Branch1][=C][C][Branch1][C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][#Branch1][C][C][B][Branch2][Ring1][=Branch1][C][=C][Branch1][C][C][C][=Branch1][=N][=C][Branch1][C][Fr][C][Branch1][C][C][=C][Ring1][=Branch2][C][C][C][=C][Branch1][P][C][=Branch1][=N][=C][Branch1][C][Fr][C][=Branch1][Branch1][=C][Ring1][#Branch1][C][C][C][C][C],ths,-7.561385022,0.647860591,"[66, 61, 65, 65, 60, 65, 61, 60, 61, 60, 64, 72, 68, 51, 72, 66, 72, 64]",18,[Fr][C][=C][Branch2][Branch1][=C][C][Branch1][C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][#Branch1][C][C][B][Branch2][Ring1][=Branch1][C][=C][Branch1][C][C][C][=Branch1][=N][=C][Branch1][C][Fr][C][Branch1][C][C][=C][Ring1][=Branch2][C][C][C][=C][Branch1][P][C][=Branch1][=N][=C][Branch1][C][Fr][C][=Branch1][Branch1][=C][Ring1][#Branch1][C][C][C][C][C][&&][ths],"[34, 22, 7, 21, 20, 7, 22, 20, 22, 22, 7, 20, 6, 22, 5, 20, 7, 54, 1, 22, 22, 16, 21, 54, 5, 22, 7, 20, 22, 22, 22, 5, 8, 7, 20, 22, 34, 22, 20, 22, 22, 7, 54, 6, 22, 22, 22, 7, 20, 49, 22, 5, 8, 7, 20, 22, 34, 22, 5, 20, 7, 54, 1, 22, 22, 22, 22, 22, 4, 99]",70,[O][C][N][N][Branch][N][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][O][pop][FrH0][.][Fr][C][=C][Branch2][Branch1][=C][C][Branch1][C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][#Branch1][C][C][B][Branch2][Ring1][=Branch1][C][=C][Branch1][C][C][C][=Branch1][=N][=C][Branch1][C][Fr][C][Branch1][C][C][=C][Ring1][=Branch2][C][C][C][=C][Branch1][P][C][=Branch1][=N][=C][Branch1][C][Fr][C][=Branch1][Branch1][=C][Ring1][#Branch1][C][C][C][C][C][&&][ths],"[104, 75, 101, 101, 74, 101, 75, 74, 75, 74, 89, 148, 110, 57, 148, 104, 148, 89, 8, 90, 75, 58, 73, 72, 58, 75, 72, 75, 75, 58, 72, 56, 75, 55, 72, 58, 110, 1, 75, 75, 67, 73, 110, 55, 75, 58, 72, 75, 75, 75, 55, 59, 58, 72, 75, 90, 75, 72, 75, 75, 58, 110, 56, 75, 75, 75, 58, 72, 105, 75, 55, 59, 58, 72, 75, 90, 75, 55, 72, 58, 110, 1, 75, 75, 75, 75, 75, 6, 157]",90
951,dia-f_N51_edge92458,[P][C][=C][Branch][N][Branch][C][=C][C][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][P],[ClH0][Mn][O][C][Branch1][C][Fr][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C],dia-f,-33.32845235,5.073723988,"[67, 61, 52, 60, 65, 60, 61, 52, 61, 60, 64, 72, 68, 51, 72, 64, 72, 67]",18,[ClH0][Mn][O][C][Branch1][C][Fr][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][dia-f],"[25, 43, 48, 22, 20, 22, 34, 48, 43, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 48, 22, 20, 22, 34, 48, 54, 7, 4, 75]",29,[P][C][=C][Branch][N][Branch][C][=C][C][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][P][.][ClH0][Mn][O][C][Branch1][C][Fr][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][dia-f],"[105, 75, 58, 74, 101, 74, 75, 58, 75, 74, 89, 148, 110, 57, 148, 89, 148, 105, 8, 78, 99, 104, 75, 72, 75, 90, 104, 99, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 104, 75, 72, 75, 90, 104, 110, 58, 6, 132]",49
952,crb_N435_edge148577,[:0methyl_amine][Ring1][C][Branch][C][Branch][C][FrH0][pop][C][=C][C][FrH0][pop][C][:0phosphoric_acid][pop],[Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Co][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N],crb,-25.40361975,2.459195799,"[16, 68, 61, 60, 61, 60, 61, 64, 72, 61, 52, 61, 64, 72, 61, 18, 72]",17,[Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Co][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][crb],"[34, 22, 22, 7, 45, 21, 55, 1, 26, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 22, 22, 12, 54, 45, 4, 73]",53,[:0methyl_amine][Ring1][C][Branch][C][Branch][C][FrH0][pop][C][=C][C][FrH0][pop][C][:0phosphoric_acid][pop][.][Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Co][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][crb],"[20, 110, 75, 74, 75, 74, 75, 89, 148, 75, 58, 75, 89, 148, 75, 22, 148, 8, 90, 75, 75, 58, 101, 73, 111, 1, 80, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 75, 75, 63, 110, 101, 6, 130]",72
953,sod_N89_edge53207,[S][=C][C][=C][C][Branch][C][=Branch][=C][C][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][=C][S],[Fr][C][=C][N][Branch1][=Branch1][C][C][=C][Ring1][=Branch1][Zn][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1],sod,-26.59236663,2.47248413,"[71, 52, 61, 52, 61, 60, 61, 51, 52, 61, 60, 64, 72, 68, 51, 72, 64, 72, 52, 71]",20,[Fr][C][=C][N][Branch1][=Branch1][C][C][=C][Ring1][=Branch1][Zn][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][&&][sod],"[34, 22, 7, 45, 20, 5, 22, 22, 7, 54, 5, 65, 20, 45, 45, 22, 7, 20, 22, 34, 22, 7, 22, 54, 1, 20, 45, 45, 22, 7, 20, 22, 34, 22, 22, 7, 54, 1, 45, 22, 7, 20, 22, 34, 22, 22, 7, 54, 1, 4, 95]",51,[S][=C][C][=C][C][Branch][C][=Branch][=C][C][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][=C][S][.][Fr][C][=C][N][Branch1][=Branch1][C][C][=C][Ring1][=Branch1][Zn][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][&&][sod],"[113, 58, 75, 58, 75, 74, 75, 57, 58, 75, 74, 89, 148, 110, 57, 148, 89, 148, 58, 113, 8, 90, 75, 58, 101, 72, 55, 75, 75, 58, 110, 55, 122, 72, 101, 101, 75, 58, 72, 75, 90, 75, 58, 75, 110, 1, 72, 101, 101, 75, 58, 72, 75, 90, 75, 75, 58, 110, 1, 101, 75, 58, 72, 75, 90, 75, 75, 58, 110, 1, 6, 153]",73
954,cag_N161_edge197136,[:0O_nitrile][C][C][=C][Branch][C][=C][Branch][C][Branch][:0O_nitrile][pop][=C][FrH0][pop][Ring1][Ring2][pop][C][C][Branch][:0O_nitrile][pop][O][FrH0][pop],[Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1],cag,-4.222794012,0.38692153,"[6, 61, 61, 52, 60, 61, 52, 60, 61, 60, 6, 72, 52, 64, 72, 68, 69, 72, 61, 61, 60, 6, 72, 66, 64, 72]",26,[Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][cag],"[34, 22, 7, 22, 45, 21, 54, 49, 26, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 22, 7, 55, 54, 5, 4, 71]",47,[:0O_nitrile][C][C][=C][Branch][C][=C][Branch][C][Branch][:0O_nitrile][pop][=C][FrH0][pop][Ring1][Ring2][pop][C][C][Branch][:0O_nitrile][pop][O][FrH0][pop][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][cag],"[10, 75, 75, 58, 74, 75, 58, 74, 75, 74, 10, 148, 58, 89, 148, 110, 111, 148, 75, 75, 74, 10, 148, 104, 89, 148, 8, 90, 75, 58, 75, 101, 73, 110, 105, 80, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 75, 58, 111, 110, 55, 6, 128]",75
