,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets,dreamed_mof_name
408,cag_N393_edge214104,[O][O][C][=C][Branch][C][=N][C][Branch][C][Branch][O][O][pop][Ring1][=Branch][pop][=C][N][=C][N][Branch][C][Branch][O][O][pop][Ring1][Branch][pop][FrH0][pop][FrH0][.][Fr][C][Ge][S][Ge][Branch2][Ring1][#Branch2][S][Ge][Branch1][Ring1][C][Fr][Branch1][#C][S][Ge][Branch1][Ring1][C][Fr][Branch1][Ring2][S][Ring1][#Branch2][S][Ring1][=N][S][Ring1][=C][C][Fr][&&][cag],[O][O][C][=C][Branch][C][=N][C][Branch][C][Branch][O][O][pop][Ring1][=Branch][pop][=C][N][=C][N][Branch][C][Branch][O][O][pop][Ring1][Branch][pop][FrH0][pop][FrH0],OOC1=C([Fr])C=NC(=C2N=CN([Fr])C2OO)C1OO,"[-8.146708, 0.7903342]",[FrH0][:3imidazole][->][:0methyl][:0methyl][:0methyl][:0methyl][:2pyrimidine][:2imidazole][=S][:=0methyl_amine][:0methyl][:=1methyl_amine][:0benzenediol][FrH0][pop][:0propyl][:0pyridine][:=1methyl_amine][:0benzenediol][:0benzenediol][:0benzenediol][:0propyl][:0propyl][:3pyrimidine][:0benzenediol][:0propyl][:2pyridine][:=1methyl_amine][:2benzenediol][:1carboxylic_acid][:1carboxylic_acid][:1pyrimidine][:2imidazole][:2imidazole][:2pyridine][:2benzenediol][:1pyrimidine][:1carboxylic_acid][.][Fr][C][Ge][S][Ge][Branch2][Ring1][#Branch2][S][Ge][Branch1][Ring1][C][Fr][Branch1][#C][S][Ge][Branch1][Ring1][C][Fr][Branch1][Ring2][S][Ring1][#Branch2][S][Ring1][=N][S][Ring1][=C][C][Fr][&&][cag],[FrH0][:3imidazole][->][:0methyl][:0methyl][:0methyl][:0methyl][:2pyrimidine][:2imidazole][=S][:=0methyl_amine][:0methyl][:=1methyl_amine][:0benzenediol][FrH0][pop][:0propyl][:0pyridine][:=1methyl_amine][:0benzenediol][:0benzenediol][:0benzenediol][:0propyl][:0propyl][:3pyrimidine][:0benzenediol][:0propyl][:2pyridine][:=1methyl_amine][:2benzenediol][:1carboxylic_acid][:1carboxylic_acid][:1pyrimidine][:2imidazole][:2imidazole][:2pyridine][:2benzenediol][:1pyrimidine][:1carboxylic_acid],CCc1nc([Fr])c([SH]=NC=CN[Fr])n1CC,"[-11.6964896899, 1.063067737997806]",cag_N393_OOC1=C([Fr])C=NC(=C2N=CN([Fr])C2OO)C1OO
409,crs_N274_edge163077,[:0isocyanate][C][C][=C][Branch][C][=C][Branch][C][=N][FrH0][pop][Ring1][Ring2][pop][FrH0][pop][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][crs],[:0isocyanate][C][C][=C][Branch][C][=C][Branch][C][=N][FrH0][pop][Ring1][Ring2][pop][FrH0][pop],O=C=NC1=C([Fr])C=C1C=N[Fr],"[-9.789522, 0.9544147]",[:0isocyanate][C][C][Branch][FrH0][pop][:0benzenediol][:1methyl_amine][P][FrH0][:2imidazole][pop][Cl][Cl][:0propyl][:2benzenealcohol][:0propyl][:0pyrimidine][=P][=P][S][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][crs],[:0isocyanate][C][C][Branch][FrH0][pop][:0benzenediol][:1methyl_amine][P][FrH0][:2imidazole][pop][Cl][Cl][:0propyl][:2benzenealcohol][:0propyl][:0pyrimidine][=P][=P][S],O=C=NC([Fr])c1c(OP[Fr])cc(Cl)c(-c2ccc(O)cc2-c2nccc(PS)n2)c1O,"[-22.9276743758, 2.3184228912712608]",crs_N274_O=C=NC1=C([Fr])C=C1C=N[Fr]
410,rob_N613_edge160048,[Br][:1benzenealcohol][=Branch][C][C][Ring1][Ring2][pop][Ring1][FrH0][pop][Branch][FrH0][pop][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Ni][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][rob],[Br][:1benzenealcohol][=Branch][C][C][Ring1][Ring2][pop][Ring1][FrH0][pop][Branch][FrH0][pop],Brc1cc([Fr])c2c(c1[Fr])OCC2,"[-11.510276, 0.8862892]",[:0methyl][C][:1benzenediol][#Branch][:1benzenediol][#Branch][:4benzenediol][=Branch][:4benzenediol][Ring2][:1pyrimidine][:0methyl][N][FrH0][:=0amide][:=0amide][S][:4benzenediol][:0methyl][:4benzenediol][Branch][:0methyl][:0methyl][:0methyl][:1amide][:0pyrimidine][FrH0][S][:2imidazole][:4benzenealcohol][Ring2][=S][=S][:2imidazole][:1imidazole][Branch][:0propyl][:0propyl][pop][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Ni][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][rob],[:0methyl][C][:1benzenediol][#Branch][:1benzenediol][#Branch][:4benzenediol][=Branch][:4benzenediol][Ring2][:1pyrimidine][:0methyl][N][FrH0][:=0amide][:=0amide][S][:4benzenediol][:0methyl][:4benzenediol][Branch][:0methyl][:0methyl][:0methyl][:1amide][:0pyrimidine][FrH0][S][:2imidazole][:4benzenealcohol][Ring2][=S][=S][:2imidazole][:1imidazole][Branch][:0propyl][:0propyl][pop],CCCc1nc[nH]c1[SH]=[SH]c1cccc(-c2c(Oc3cc(O)ccc3C(=O)Nc3ncnc(-c4c(O)ccc(-c5cc(-c6c(O)cccc6Oc6c(O)cccc6OCC)c(O)cc5O)c4O)c3N[Fr])c(O)cc(OCC)c2C(=O)N[Fr])c1O,"[-13.0852305182, 1.1148900442186598]",rob_N613_Brc1cc([Fr])c2c(c1[Fr])OCC2
411,sxb_N593_edge59400,[:0nitrile][C][C][C][C][Branch][C][=C][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][sxb],[:0nitrile][C][C][C][C][Branch][C][=C][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop],N#CC1CC([Fr])C=C1[Fr],"[-13.394492, 0.9926522]",[S][#Branch][:0benzenealcohol][:=0methyl_amine][:4benzenediol][:0methyl][:4benzenediol][#Branch][FrH0][N][N][:1benzenealcohol][:=0methyl_amine][=S][pop][=P][=P][=P][=P][Ring2][:4benzenealcohol][Ring2][:4benzenealcohol][:2benzenealcohol][:2benzenealcohol][pop][pop][:3pyrimidine][FrH0][pop][:1imidazole][:1imidazole][:0propyl][:0propyl][:0propyl][:0propyl][:#1methyl_amine][:1pyrimidine][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][sxb],[S][#Branch][:0benzenealcohol][:=0methyl_amine][:4benzenediol][:0methyl][:4benzenediol][#Branch][FrH0][N][N][:1benzenealcohol][:=0methyl_amine][=S][pop][=P][=P][=P][=P][Ring2][:4benzenealcohol][Ring2][:4benzenealcohol][:2benzenealcohol][:2benzenealcohol][pop][pop][:3pyrimidine][FrH0][pop][:1imidazole][:1imidazole][:0propyl][:0propyl][:0propyl][:0propyl][:#1methyl_amine][:1pyrimidine],CCCc1c(CN)ncn1Oc1cc(NOc2cc(O)cc([Fr])c2Oc2cc(O)ccc2-c2cccc(O)c2S)c2c(c1[Fr])P=[PH]=[PH](c1ccccc1Oc1ccc(O)cc1)S2,"[-16.2962114558, 1.570390675551914]",sxb_N593_N#CC1CC([Fr])C=C1[Fr]
412,cds_N342_edge180234,[:0benzenediol][C][:1alkyne][Ring1][:1alkyne][Ring1][FrH0][pop][pop][pop][Branch][FrH0][pop][.][O][Cu][Branch1][C][O][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][cds],[:0benzenediol][C][:1alkyne][Ring1][:1alkyne][Ring1][FrH0][pop][pop][pop][Branch][FrH0][pop],Oc1cc([Fr])cc(O)c1C#CC#C[Fr],"[-7.1478844, 0.68690866]",[:0methyl][C][:0benzenediol][#Branch][FrH0][pop][Ring2][FrH0][pop][Ring1][:4benzenealcohol][pop][Ring2][P][pop][pop][.][O][Cu][Branch1][C][O][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][cds],[:0methyl][C][:0benzenediol][#Branch][FrH0][pop][Ring2][FrH0][pop][Ring1][:4benzenealcohol][pop][Ring2][P][pop][pop],CCc1c(O[Fr])c(P)cc(-c2ccccc2O)c1O[Fr],"[-20.7444635198, 2.0894460244531485]",cds_N342_Oc1cc([Fr])cc(O)c1C#CC#C[Fr]
413,bnn_N133_edge85470,[O][C][=C][C][=Branch][=C][C][Branch][C][Ring1][=Branch][pop][=C][C][=Branch][=C][C][Branch][FrH0][pop][Ring1][Ring2][pop][O][FrH0][pop][O][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][bnn],[O][C][=C][C][=Branch][=C][C][Branch][C][Ring1][=Branch][pop][=C][C][=Branch][=C][C][Branch][FrH0][pop][Ring1][Ring2][pop][O][FrH0][pop][O],OC1=CC(=C2C(O[Fr])=CC2[Fr])CC(O)=C1,"[-10.284115, 0.93776405]",[:0propyl][:0benzenediol][:0benzenediol][:0benzenediol][:1methyl_amine][:2benzenealcohol][FrH0][pop][pop][:3pyrimidine][:0propyl][:1pyrimidine][:1pyrimidine][:1pyrimidine][:0propyl][:2pyrimidine][:4benzenediol][:4benzenediol][:#1methyl_amine][:1pyridine][:1amide][:1benzenediol][:1alkyne][:0imidazole][:0amide][FrH0][S][:4benzenealcohol][S][:0propyl][:1pyrimidine][pop][:2pyridine][:2pyridine][:0propyl][:1methyl_amine][:2benzenealcohol][:2benzenediol][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][bnn],[:0propyl][:0benzenediol][:0benzenediol][:0benzenediol][:1methyl_amine][:2benzenealcohol][FrH0][pop][pop][:3pyrimidine][:0propyl][:1pyrimidine][:1pyrimidine][:1pyrimidine][:0propyl][:2pyrimidine][:4benzenediol][:4benzenediol][:#1methyl_amine][:1pyridine][:1amide][:1benzenediol][:1alkyne][:0imidazole][:0amide][FrH0][S][:4benzenealcohol][S][:0propyl][:1pyrimidine][pop][:2pyridine][:2pyridine][:0propyl][:1methyl_amine][:2benzenealcohol][:2benzenediol],CCCc1cccc(O)c1-c1c(-c2ccncc2CNc2ccc(O)cc2O)nc(-c2ccc(O)cc2Oc2ccncc2Oc2cc(O)ccc2-c2ncncc2-c2cncnc2-c2cc(O)c(CCC)c(OCN[Fr])c2CCC)n1[Fr],"[-12.2625234699, 1.2254182772959328]",bnn_N133_OC1=CC(=C2C(O[Fr])=CC2[Fr])CC(O)=C1
414,unc_N437_edge106162,[:0carboxylic_acid][Ring1][C][Branch][O][FrH0][pop][Branch][:0methyl_amine][Ring1][C][=C][FrH0][pop][pop][O][pop][.][O][=C][Branch1][C][Fr][O][Ag][Branch1][#C][N][C][=C][Branch1][C][Fr][C][C][Branch1][C][Fr][=C][Ring1][Branch2][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][unc],[:0carboxylic_acid][Ring1][C][Branch][O][FrH0][pop][Branch][:0methyl_amine][Ring1][C][=C][FrH0][pop][pop][O][pop],O=C(O)C(O)(NCC=C[Fr])O[Fr],"[-1.9636261, 0.118468285]",[->][C][:1pyrimidine][:0benzene][:0benzenediol][#Branch][FrH0][pop][Branch][FrH0][Ring1][P][P][:0amide][pop][pop][=S][=S][=S][S][pop][pop][pop][pop][:0propyl][pop][:3pyrimidine][:1imidazole][:0benzenediol][:0benzenediol][:0propyl][:0propyl][:0propyl][:2pyridine][:1methyl_amine][Branch][Branch][.][O][=C][Branch1][C][Fr][O][Ag][Branch1][#C][N][C][=C][Branch1][C][Fr][C][C][Branch1][C][Fr][=C][Ring1][Branch2][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][unc],[->][C][:1pyrimidine][:0benzene][:0benzenediol][#Branch][FrH0][pop][Branch][FrH0][Ring1][P][P][:0amide][pop][pop][=S][=S][=S][S][pop][pop][pop][pop][:0propyl][pop][:3pyrimidine][:1imidazole][:0benzenediol][:0benzenediol][:0propyl][:0propyl][:0propyl][:2pyridine][:1methyl_amine][Branch][Branch],Cc1ncnc([SH]=[SH]S)c1-c1c(O[Fr])cc(PPNC=O)c([Fr])c1O,"[-76.1051387185, 19.91477721417368]",unc_N437_O=C(O)C(O)(NCC=C[Fr])O[Fr]
415,qtz_N32_edge106195,[:0amide][Ring1][C][Branch][N][C][Branch][O][FrH0][pop][O][pop][C][=C][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Gd][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][qtz],[:0amide][Ring1][C][Branch][N][C][Branch][O][FrH0][pop][O][pop][C][=C][FrH0][pop],NC(=O)C(C=C[Fr])NC(O)O[Fr],"[-15.864793, 1.5791897]",[:2benzenediol][:0benzenealcohol][#Branch][:0benzenealcohol][:0benzenealcohol][:0benzene][:2imidazole][:2imidazole][:2imidazole][SH2][=P][=P][=P][=P][:3benzenediol][FrH0][FrH0][=P][:0amide][SH2][:0benzenealcohol][:0benzenealcohol][Cl][:0methyl][pop][pop][:1pyrimidine][:0benzenediol][:1pyridine][:0benzenediol][:0benzenediol][:1pyrimidine][Cl][:3pyrimidine][:2imidazole][:2imidazole][:3pyrimidine][:1methyl_amine][FrH0][.][O][=C][Branch1][C][Fr][O][Gd][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][qtz],[:2benzenediol][:0benzenealcohol][#Branch][:0benzenealcohol][:0benzenealcohol][:0benzene][:2imidazole][:2imidazole][:2imidazole][SH2][=P][=P][=P][=P][:3benzenediol][FrH0][FrH0][=P][:0amide][SH2][:0benzenealcohol][:0benzenealcohol][Cl][:0methyl][pop][pop][:1pyrimidine][:0benzenediol][:1pyridine][:0benzenediol][:0benzenediol][:1pyrimidine][Cl][:3pyrimidine][:2imidazole][:2imidazole][:3pyrimidine][:1methyl_amine][FrH0],O=C(NOc1c([Fr])c(P=[PH]=[PH]=[PH]=[SH2]c2nc[nH]c2-c2ccccc2-c2cccc(O)c2-c2c(O)cccc2O)cc(O)c1-c1cnccc1-c1c(O)ccc(-c2[nH]cnc2-c2ccnc([Fr])n2)c1OCl)c1c(O)cccc1Cl,"[-18.7288105086, 1.5073262927492987]",qtz_N32_NC(=O)C(C=C[Fr])NC(O)O[Fr]
416,nbo-a_N621_edge33247,[FrH0][C][C][Branch][C][Branch][O][C][Branch][C][FrH0][pop][S][pop][:0methyl][pop][:0methyl][.][Fr][C][C][Ag][Ring1][Ring1][Branch1][Branch2][C][Branch1][C][Fr][C][Ring1][Ring2][C][C][Ring1][=Branch1][Fr][&&][nbo-a],[FrH0][C][C][Branch][C][Branch][O][C][Branch][C][FrH0][pop][S][pop][:0methyl][pop][:0methyl],CCC(C[Fr])C(CC)OC(S)C[Fr],"[-13.961395, 1.2580453]",[:0methyl][C][:1benzenediol][#Branch][:3pyrimidine][=S][S][:0pyrimidine][Ring1][FrH0][pop][pop][Ring1][:0benzenediol][Ring1][:0benzenediol][C][pop][pop][pop][Ring2][:1pyrimidine][:0benzenediol][:0benzenediol][:=0amide][:1pyrimidine][:0carboxylic_acid][:3pyrimidine][:1pyrimidine][:0pyridine][:1methyl_amine][FrH0][pop][pop][pop][pop][pop][pop][:2benzenediol][.][Fr][C][C][Ag][Ring1][Ring1][Branch1][Branch2][C][Branch1][C][Fr][C][Ring1][Ring2][C][C][Ring1][=Branch1][Fr][&&][nbo-a],[:0methyl][C][:1benzenediol][#Branch][:3pyrimidine][=S][S][:0pyrimidine][Ring1][FrH0][pop][pop][Ring1][:0benzenediol][Ring1][:0benzenediol][C][pop][pop][pop][Ring2][:1pyrimidine][:0benzenediol][:0benzenediol][:=0amide][:1pyrimidine][:0carboxylic_acid][:3pyrimidine][:1pyrimidine][:0pyridine][:1methyl_amine][FrH0][pop][pop][pop][pop][pop][pop][:2benzenediol],CCOc1cccc(O)c1-c1nc(Sc2nccc([Fr])n2)nc(-c2c(O)cccc2Oc2c(O)cccc2O)c1-c1ncncc1-c1c(O)cccc1Oc1ncncc1-c1ccnc(-c2ncccc2[Fr])n1,"[-86.3340378057, 42.75973539142158]",nbo-a_N621_CCC(C[Fr])C(CC)OC(S)C[Fr]
417,cds_N183_edge154171,[FrH0][O][C][C][C][=C][Branch][C][Branch][C][C][Branch][:1alkyne][pop][FrH0][pop][=C][Ring1][N][pop][:1alkyne][.][O][Co][Branch1][C][O][Branch1][C][O][N][N][Branch1][=Branch2][C][N][Branch1][C][Fr][C][Ring1][=Branch1][Co][Branch2][Ring2][S][N][C][N][Branch1][C][Fr][C][N][Ring1][=Branch1][Co][Branch1][C][O][Branch1][C][O][Branch1][C][O][Branch1][=N][N][N][Ring1][=N][C][N][Branch1][C][Fr][C][Ring1][=Branch1][N][N][Ring2][Ring1][Ring1][C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][=C][N][N][Ring2][Ring2][C][C][N][Branch1][C][Fr][C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][N][Ring2][Ring2][N][Ring1][=Branch1][&&][cds],[FrH0][O][C][C][C][=C][Branch][C][Branch][C][C][Branch][:1alkyne][pop][FrH0][pop][=C][Ring1][N][pop][:1alkyne],C#CC1=C(CCO[Fr])C=C1CC([Fr])C#C,"[-9.084636, 0.91930884]",[FrH0][O][C][C][C][#Branch][#Branch][#Branch][Branch][=Ring2][=P][:0methyl][:1alkyne][pop][FrH0][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:3pyrimidine][:0benzenediol][:3pyrimidine][:0propyl][:0benzenediol][:1pyrimidine][:2benzenediol][:3benzenealcohol][:2imidazole][.][O][Co][Branch1][C][O][Branch1][C][O][N][N][Branch1][=Branch2][C][N][Branch1][C][Fr][C][Ring1][=Branch1][Co][Branch2][Ring2][S][N][C][N][Branch1][C][Fr][C][N][Ring1][=Branch1][Co][Branch1][C][O][Branch1][C][O][Branch1][C][O][Branch1][=N][N][N][Ring1][=N][C][N][Branch1][C][Fr][C][Ring1][=Branch1][N][N][Ring2][Ring1][Ring1][C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][=C][N][N][Ring2][Ring2][C][C][N][Branch1][C][Fr][C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][N][Ring2][Ring2][N][Ring1][=Branch1][&&][cds],[FrH0][O][C][C][C][#Branch][#Branch][#Branch][Branch][=Ring2][=P][:0methyl][:1alkyne][pop][FrH0][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:3pyrimidine][:0benzenediol][:3pyrimidine][:0propyl][:0benzenediol][:1pyrimidine][:2benzenediol][:3benzenealcohol][:2imidazole],C#CC([Fr])=CCO[Fr],"[-13.683752746, 1.3962886853311327]",cds_N183_C#CC1=C(CCO[Fr])C=C1CC([Fr])C#C
418,utp_N262_edge11803,[:0sulfonic_acid][Ring1][C][=C][C][=Branch][=C][Branch][C][=C][Branch][:1sulfonic_acid][pop][FrH0][pop][Ring1][Ring2][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Cu][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][utp],[:0sulfonic_acid][Ring1][C][=C][C][=Branch][=C][Branch][C][=C][Branch][:1sulfonic_acid][pop][FrH0][pop][Ring1][Ring2][pop][FrH0][pop],O=S(O)C([Fr])=CC1=C([Fr])C=C1S(=O)O,"[-3.9200304, 0.20334522]",[S][C][:2pyrimidine][Branch][:2imidazole][Branch][:0methyl][:0methyl][:1pyrimidine][Branch][:0benzenediol][pop][Ring2][FrH0][:0benzenediol][=S][:0benzenediol][Ring2][:1imidazole][:0benzenediol][=S][=C][FrH0][S][:0pyridine][S][pop][Ring1][:1pyrimidine][:2pyrimidine][:1pyrimidine][:0propyl][:0benzenediol][:2pyrimidine][:0propyl][:1pyrimidine][:2pyrimidine][:1methyl_amine][:2pyridine][.][O][=C][Branch1][C][Fr][O][Cu][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][utp],[S][C][:2pyrimidine][Branch][:2imidazole][Branch][:0methyl][:0methyl][:1pyrimidine][Branch][:0benzenediol][pop][Ring2][FrH0][:0benzenediol][=S][:0benzenediol][Ring2][:1imidazole][:0benzenediol][=S][=C][FrH0][S][:0pyridine][S][pop][Ring1][:1pyrimidine][:2pyrimidine][:1pyrimidine][:0propyl][:0benzenediol][:2pyrimidine][:0propyl][:1pyrimidine][:2pyrimidine][:1methyl_amine][:2pyridine],CCCOc1c(CN)ccc(O)c1-c1cncnc1-c1cncnc1-c1ccnc(-c2ncn(-c3ccc(O)c(-c4ncnc(-c5c(-c6c(O)cccc6O)nc([Fr])n5CC)c4CS)c3O)c2[SH]=C[Fr])c1,"[-25.3666985177, 4.09661543328488]",utp_N262_O=S(O)C([Fr])=CC1=C([Fr])C=C1S(=O)O
419,unc_N282_edge17938,[FrH0][O][O][O][C][C][Branch][O][FrH0][pop][:0methyl][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Cu][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][unc],[FrH0][O][O][O][C][C][Branch][O][FrH0][pop][:0methyl],CCC(COOO[Fr])O[Fr],"[-3.3573904, 0.15949129]",[:0propyl][C][:1benzenediol][=Branch][FrH0][pop][Ring1][:0propyl][pop][Ring2][:0benzenediol][Ring1][:3pyrimidine][Ring1][C][=N][C][=N][C][=Branch][=C][Branch][:0pyridine][Ring1][FrH0][pop][Ring2][:1pyrimidine][Ring1][:2pyridine][Ring1][:2benzenealcohol][Ring1][:0methyl][pop][Ring1][:3imidazole][pop][pop][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Cu][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][unc],[:0propyl][C][:1benzenediol][=Branch][FrH0][pop][Ring1][:0propyl][pop][Ring2][:0benzenediol][Ring1][:3pyrimidine][Ring1][C][=N][C][=N][C][=Branch][=C][Branch][:0pyridine][Ring1][FrH0][pop][Ring2][:1pyrimidine][Ring1][:2pyridine][Ring1][:2benzenealcohol][Ring1][:0methyl][pop][Ring1][:3imidazole][pop][pop],CCCOc1c(-c2c(O)cccc2Oc2ccnc(C=NC=NC=Cc3ncc(-c4ncncc4-c4ccncc4-c4ccc(O)c(-c5c[nH]cn5)c4CC)cc3[Fr])n2)ccc(O[Fr])c1CCC,"[-12.1582222834, 1.148600978377723]",unc_N282_CCC(COOO[Fr])O[Fr]
