seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets,dreamed_mof_name,linker_hash
gis_N507_edge10235,[FrH0][C][=C][Branch][C][Branch][S][C][pop][C][=Branch][=C][C][=Branch][:=1methyl_amine][Ring1][Ring1][Ring1][pop][pop][FrH0][pop][C][=C][Ring1][S][pop][S][C][.][O][=C][Branch1][C][Fr][O][Zn][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][gis],[FrH0][C][=C][Branch][C][Branch][S][C][pop][C][=Branch][=C][C][=Branch][:=1methyl_amine][Ring1][Ring1][Ring1][pop][pop][FrH0][pop][C][=C][Ring1][S][pop][S][C],CSC1=C([Fr])C=CC(=C2NC=C2[Fr])C1SC,"[-8.436019, 0.8043747]",[:0methyl][=S][:2benzenealcohol][:0benzenediol][=S][=C][FrH0][pop][=S][=S][:3pyrimidine][=C][:3pyrimidine][Ring2][:0benzenediol][=S][:0methyl][=Ring2][:0benzenediol][=Ring2][:0pyrimidine][:3pyrimidine][Branch][FrH0][:0benzenediol][:1pyrimidine][:0methyl][=S][=S][:0propyl][:0methyl][:2pyrimidine][:1pyrimidine][:2pyridine][:0benzenealcohol][:2pyridine][:0benzenealcohol][:2pyridine][:0pyrimidine][.][O][=C][Branch1][C][Fr][O][Zn][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][gis],[:0methyl][=S][:2benzenealcohol][:0benzenediol][=S][=C][FrH0][pop][=S][=S][:3pyrimidine][=C][:3pyrimidine][Ring2][:0benzenediol][=S][:0methyl][=Ring2][:0benzenediol][=Ring2][:0pyrimidine][:3pyrimidine][Branch][FrH0][:0benzenediol][:1pyrimidine][:0methyl][=S][=S][:0propyl][:0methyl][:2pyrimidine][:1pyrimidine][:2pyridine][:0benzenealcohol][:2pyridine][:0benzenealcohol][:2pyridine][:0pyrimidine],CCC[SH]=[SH]c1c(-c2cc(O[Fr])c(-c3cc(-c4nccc(Sc5c(O)ccc(CC)c5[SH]=C[Fr])n4)ncn3)c(OCC)c2)ncnc1-c1ncncc1-c1c(O)cccc1-c1c(O)cccc1-c1ncccn1,"[-7.8234800896, 0.7081617241225502]",gis_N507_51b1dcb9_opt,51b1dcb9
utk_N298_edge147297,[P][C][Branch][C][C][C][Branch][S][S][pop][=C][FrH0][pop][=C][C][C][FrH0][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][utk],[P][C][Branch][C][C][C][Branch][S][S][pop][=C][FrH0][pop][=C][C][C][FrH0],PC(=CCC[Fr])CCC(=C[Fr])SS,"[-3.5501964, 0.17503047]",[:0methyl_amine][N][:2benzenediol][Branch][:0benzenediol][pop][:0methyl][:0methyl][:0methyl][P][pop][N][FrH0][pop][:0benzenediol][:0benzenediol][pop][pop][Branch][FrH0][pop][:0benzenediol][:0benzenediol][Ring2][:0pyrimidine][pop][pop][pop][:0pyrimidine][Ring2][Ring2][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][Branch][Branch][S][S][Branch][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][utk],[:0methyl_amine][N][:2benzenediol][Branch][:0benzenediol][pop][:0methyl][:0methyl][:0methyl][P][pop][N][FrH0][pop][:0benzenediol][:0benzenediol][pop][pop][Branch][FrH0][pop][:0benzenediol][:0benzenediol][Ring2][:0pyrimidine][pop][pop][pop][:0pyrimidine][Ring2][Ring2][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][Branch][Branch][S][S][Branch],CCc1c(O)c(CN[Fr])c([Fr])c(-c2c(O)cccc2O)c1Oc1c(O)cccc1O,"[-5.6644192934, 0.5268848729737303]",utk_N298_de9fd468_opt,de9fd468
qtz_N450_edge16491,[O][O][C][Branch][C][C][C][S][C][FrH0][pop][FrH0][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][qtz],[O][O][C][Branch][C][C][C][S][C][FrH0][pop][FrH0],OOC([Fr])CCCSC[Fr],"[-3.718336, 0.12883036]",[O][O][C][Branch][FrH0][pop][C][=S][C][:3pyrimidine][=P][FrH0][:3pyrimidine][:3pyrimidine][=P][:0propyl][=P][:0propyl][:0methyl][:0propyl][=S][:0benzenediol][:0benzenediol][:1imidazole][:3pyrimidine][:0benzenediol][=P][Ring2][pop][=P][=P][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][qtz],[O][O][C][Branch][FrH0][pop][C][=S][C][:3pyrimidine][=P][FrH0][:3pyrimidine][:3pyrimidine][=P][:0propyl][=P][:0propyl][:0methyl][:0propyl][=S][:0benzenediol][:0benzenediol][:1imidazole][:3pyrimidine][:0benzenediol][=P][Ring2][pop][=P][=P],CCCc1nc(CC)c(-c2c(O)cccc2On2cncc2-c2c(O)ccc(P)c2O)c(-c2cc(C[SH]=CC([Fr])OO)nc([Fr])n2)n1,"[-14.0425475556, 1.4611992955123025]",qtz_N450_1053db91_opt,1053db91
sxb_N613_edge122641,[:0carboxylic_acid][Ring1][C][=C][=C][Branch][C][=C][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][:1carboxylic_acid][pop][FrH0][pop][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Ni][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][sxb],[:0carboxylic_acid][Ring1][C][=C][=C][Branch][C][=C][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][:1carboxylic_acid][pop][FrH0][pop],O=C(O)C1=C=C([Fr])C=C(C(=O)O)N1[Fr],"[-8.987524, 0.75155044]",[:0methyl][=Ring2][:2imidazole][Ring2][:0methyl][pop][Ring1][:0methyl][pop][Ring2][:3pyrimidine][Ring1][FrH0][pop][Ring1][FrH0][pop][pop][pop][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Ni][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][sxb],[:0methyl][=Ring2][:2imidazole][Ring2][:0methyl][pop][Ring1][:0methyl][pop][Ring2][:3pyrimidine][Ring1][FrH0][pop][Ring1][FrH0][pop][pop][pop],CCc1nc(-c2cc([Fr])nc([Fr])n2)c(CC)n1CC,"[-13.4305559515, 1.3586131392849896]",sxb_N613_8e2738d9_opt,8e2738d9
eta_N717_edge170514,[O][O][C][Branch][C][Branch][C][=C][C][Branch][C][Ring1][Ring2][pop][=C][=C][FrH0][pop][O][O][pop][C][FrH0][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][eta],[O][O][C][Branch][C][Branch][C][=C][C][Branch][C][Ring1][Ring2][pop][=C][=C][FrH0][pop][O][O][pop][C][FrH0],OOC(C[Fr])C(OO)C1=CC(=C=C[Fr])C1,"[-8.183596, 0.5064185]",[FrH0][S][FrH0][=P][:0propyl][:0propyl][:0propyl][:0propyl][:4benzenediol][:1imidazole][:4benzenediol][:4benzenediol][#N][pop][:2pyrimidine][:1methyl_amine][:2pyrimidine][:0propyl][=P][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][eta],[FrH0][S][FrH0][=P][:0propyl][:0propyl][:0propyl][:0propyl][:4benzenediol][:1imidazole][:4benzenediol][:4benzenediol][#N][pop][:2pyrimidine][:1methyl_amine][:2pyrimidine][:0propyl][=P],[Fr]S[Fr],"[-27.6777132244, 2.691566591584079]",eta_N717_41db5bfb_opt,41db5bfb
rho_N450_edge54999,[:0alkene][C][C][C][Branch][N][=C][C][Branch][:0alkene][pop][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][rho],[:0alkene][C][C][C][Branch][N][=C][C][Branch][:0alkene][pop][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop],O=CC1C([Fr])N=CC1([Fr])C=O,"[-5.997633, 0.44496727]",[:1imidazole][C][C][C][=S][FrH0][pop][:1imidazole][=S][:3pyrimidine][Branch][FrH0][pop][=Ring2][pop][FrH0][:0benzenediol][=S][pop][:1imidazole][:0propyl][:1imidazole][:0propyl][pop][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:2pyridine][:2pyridine][:3pyrimidine][N][N][Br][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][rho],[:1imidazole][C][C][C][=S][FrH0][pop][:1imidazole][=S][:3pyrimidine][Branch][FrH0][pop][=Ring2][pop][FrH0][:0benzenediol][=S][pop][:1imidazole][:0propyl][:1imidazole][:0propyl][pop][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:2pyridine][:2pyridine][:3pyrimidine][N][N][Br],CCCc1cc(-c2c(O)cccc2-c2c(O)cccc2-c2ccncc2-c2ncncc2NBr)c(O)c(-c2ncnc(Sn3ccnc3CC=[SH][Fr])c2[Fr])c1O,"[-8.8558920758, 0.8525478476222721]",rho_N450_9b115539_opt,9b115539
lvt_N55_edge193047,[FrH0][C][Branch][:1alkyne][pop][=C][C][=C][Branch][C][Branch][:1alkyne][Ring1][FrH0][pop][pop][=C][Ring1][#Branch][pop][:1alkyne][.][Fr][N][C][=C][N][Branch1][Ring2][C][Ring1][Branch1][Cd][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][lvt],[FrH0][C][Branch][:1alkyne][pop][=C][C][=C][Branch][C][Branch][:1alkyne][Ring1][FrH0][pop][pop][=C][Ring1][#Branch][pop][:1alkyne],C#CC([Fr])=CC1=C(C#C)C(C#C[Fr])=C1,"[-5.5620337, 0.4733869]",[:0propyl][C][:0benzenediol][#Branch][FrH0][pop][Branch][:0benzenediol][=C][C][=C][Branch][:1alkyne][Ring1][FrH0][pop][pop][:0benzenediol][:0pyrimidine][:0benzenealcohol][Branch][=P][pop][:2pyrimidine][:2pyrimidine][pop][:1pyrimidine][Ring2][pop][:2pyrimidine][:3pyrimidine][:3pyrimidine][pop][.][Fr][N][C][=C][N][Branch1][Ring2][C][Ring1][Branch1][Cd][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][lvt],[:0propyl][C][:0benzenediol][#Branch][FrH0][pop][Branch][:0benzenediol][=C][C][=C][Branch][:1alkyne][Ring1][FrH0][pop][pop][:0benzenediol][:0pyrimidine][:0benzenealcohol][Branch][=P][pop][:2pyrimidine][:2pyrimidine][pop][:1pyrimidine][Ring2][pop][:2pyrimidine][:3pyrimidine][:3pyrimidine][pop],CCCc1c(O[Fr])ccc(-c2c(O)cc(C=C(C#C[Fr])c3c(O)cccc3Oc3c(-c4ccncn4)cc(P)c(-c4cncnc4)c3O)cc2O)c1O,"[-7.7284152447, 0.6626248390408822]",lvt_N55_14515863_opt,14515863
srs_N96_edge65311,[F][N][N][N][N][Branch][C][C][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][srs],[F][N][N][N][N][Branch][C][C][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0],FN1NNN([Fr])CC1[Fr],"[-3.3939428, 0.21528742]",[Cl][=Branch][C][Branch][FrH0][pop][C][N][Branch][FrH0][pop][:0propyl][N][:0benzenediol][Branch][:1imidazole][pop][:0benzenediol][:0propyl][pop][:0benzenealcohol][:0propyl][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][srs],[Cl][=Branch][C][Branch][FrH0][pop][C][N][Branch][FrH0][pop][:0propyl][N][:0benzenediol][Branch][:1imidazole][pop][:0benzenediol][:0propyl][pop][:0benzenealcohol][:0propyl],CCCN([Fr])CC(Cl)[Fr],"[-5.170351799, 0.43298842088659134]",srs_N96_9c90accb_opt,9c90accb
nbo_N193_edge164124,[:0nitrile][C][C][=C][C][=Branch][=C][Branch][C][Branch][C][=Branch][=C][C][FrH0][pop][Ring1][=Branch][pop][=C][=N][pop][:0nitrile][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][=C][Branch1][C][Fr][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][nbo],[:0nitrile][C][C][=C][C][=Branch][=C][Branch][C][Branch][C][=Branch][=C][C][FrH0][pop][Ring1][=Branch][pop][=C][=N][pop][:0nitrile][pop][FrH0][pop],N#Cc1c([Fr])cc(C#N)c(=CC[Fr])c1=C=N,"[-7.997645, 0.71269983]",[:0sulfonic_acid][:0sulfonic_acid][Cl][pop][:3benzenealcohol][:0pyrimidine][=P][:0benzenediol][=P][:0benzenediol][=Ring2][:0benzenediol][N][FrH0][pop][:0propyl][:=1methyl_amine][:2imidazole][:2imidazole][:3pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][:1pyrimidine][:0benzenediol][:0benzenediol][FrH0][:0benzenediol][:1pyridine][:4benzenealcohol][:0benzenediol][:2imidazole][:1alkyne][:=1methyl_amine][Ring2][:0propyl][:1methyl_amine][:0benzenediol][:2imidazole][.][O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][=C][Branch1][C][Fr][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][nbo],[:0sulfonic_acid][:0sulfonic_acid][Cl][pop][:3benzenealcohol][:0pyrimidine][=P][:0benzenediol][=P][:0benzenediol][=Ring2][:0benzenediol][N][FrH0][pop][:0propyl][:=1methyl_amine][:2imidazole][:2imidazole][:3pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][:1pyrimidine][:0benzenediol][:0benzenediol][FrH0][:0benzenediol][:1pyridine][:4benzenealcohol][:0benzenediol][:2imidazole][:1alkyne][:=1methyl_amine][Ring2][:0propyl][:1methyl_amine][:0benzenediol][:2imidazole],O=S(OCl)c1nccc(-c2c(O)cccc2Oc2c(O)cccc2Oc2c(O)ccc(CNc3[nH]cnc3-c3c(O)cccc3Oc3c(O)cccc3Oc3c(O)ccc(-c4cnccc4-c4c5cccc4OC#CO5)c3O[Fr])c2O[Fr])n1,"[-6.9958927903, 0.6343437650147146]",nbo_N193_1f4c47aa_opt,1f4c47aa
sra_N310_edge199463,[Cl][:0benzene][Ring2][FrH0][pop][Ring1][N][Branch][:0benzene][Branch][FrH0][pop][pop][Cl][pop][Ring2][Cl][pop][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][sra],[Cl][:0benzene][Ring2][FrH0][pop][Ring1][N][Branch][:0benzene][Branch][FrH0][pop][pop][Cl][pop][Ring2][Cl][pop],Clc1cc([Fr])c(N(Cl)c2ccc([Fr])cc2)cc1Cl,"[-6.8497543, 0.6430328]",[Ring1][FrH0][FrH0][C][=S][:0propyl][:2pyrimidine][:1sulfonic_acid][:0imidazole][:0imidazole][:3pyrimidine][:0propyl][#C][:0propyl][:1methyl_amine][:0sulfonic_acid][:2benzenediol][:3pyrimidine][:3pyrimidine][:3pyrimidine][:0propyl][:1benzenediol][:2imidazole][:1pyrimidine][F][=C][:=1methyl_amine][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][sra],[Ring1][FrH0][FrH0][C][=S][:0propyl][:2pyrimidine][:1sulfonic_acid][:0imidazole][:0imidazole][:3pyrimidine][:0propyl][#C][:0propyl][:1methyl_amine][:0sulfonic_acid][:2benzenediol][:3pyrimidine][:3pyrimidine][:3pyrimidine][:0propyl][:1benzenediol][:2imidazole][:1pyrimidine][F][=C][:=1methyl_amine],[Fr][Fr],"[-15.104865758, 1.3834833163410651]",sra_N310_af9cd010_opt,af9cd010
pcu_N598_edge175545,[P][C][=C][Branch][C][=Branch][=C][Branch][C][Branch][C][Branch][O][FrH0][pop][P][pop][Branch][P][pop][P][pop][Ring1][Ring2][pop][P][pop][:1alkyne][Ring1][FrH0][pop][.][Fr][C][=N][Cd][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][pcu],[P][C][=C][Branch][C][=Branch][=C][Branch][C][Branch][C][Branch][O][FrH0][pop][P][pop][Branch][P][pop][P][pop][Ring1][Ring2][pop][P][pop][:1alkyne][Ring1][FrH0][pop],PC1=C(C#C[Fr])C(P)=C1C(P)(P)C(P)O[Fr],"[-8.019065, 0.69971347]",[:0propyl][:0amide][:4benzenediol][:0methyl][:0methyl][:0propyl][:0pyrimidine][pop][:0propyl][FrH0][Ring2][Ring2][Ring2][=S][:0benzenealcohol][FrH0][:0pyrimidine][N][S][:4benzenealcohol][FrH0][S][:=1methyl_amine][:2pyrimidine][:=1methyl_amine][:=1methyl_amine][:0benzenealcohol][:0benzenealcohol][:2pyridine][:2benzenealcohol][:2pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][SH2][:0benzenediol][S][.][Fr][C][=N][Cd][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][pcu],[:0propyl][:0amide][:4benzenediol][:0methyl][:0methyl][:0propyl][:0pyrimidine][pop][:0propyl][FrH0][Ring2][Ring2][Ring2][=S][:0benzenealcohol][FrH0][:0pyrimidine][N][S][:4benzenealcohol][FrH0][S][:=1methyl_amine][:2pyrimidine][:=1methyl_amine][:=1methyl_amine][:0benzenealcohol][:0benzenealcohol][:2pyridine][:2benzenealcohol][:2pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][SH2][:0benzenediol][S],CCCc1cc([Fr])c(O[Fr])cc1OCC,"[-9.1589109658, 0.8199211365392014]",pcu_N598_915ef55c_opt,915ef55c
unc_N461_edge134525,[:0carboxylic_acid][Ring1][C][N][Branch][C][C][Branch][C][S][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][:1carboxylic_acid][pop][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][unc],[:0carboxylic_acid][Ring1][C][N][Branch][C][C][Branch][C][S][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][:1carboxylic_acid][pop],O=C(O)C1N(C(=O)O)CC([Fr])C[SH]1[Fr],"[-7.7565494, 0.83656985]",[:0propyl][P][:2imidazole][Cl][Cl][Cl][:0benzenediol][:1pyrimidine][FrH0][FrH0][pop][:0pyrimidine][:2imidazole][Cl][:0pyrimidine][Ring2][FrH0][:0pyrimidine][:1benzenediol][Br][Ring2][:2benzenediol][:1benzenediol][:1benzenediol][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][unc],[:0propyl][P][:2imidazole][Cl][Cl][Cl][:0benzenediol][:1pyrimidine][FrH0][FrH0][pop][:0pyrimidine][:2imidazole][Cl][:0pyrimidine][Ring2][FrH0][:0pyrimidine][:1benzenediol][Br][Ring2][:2benzenediol][:1benzenediol][:1benzenediol],CCCc1[nH]c(-c2c(O)cc(-c3[nH]cnc3-c3ncc([Fr])c(Oc4cccc(O)c4)n3)cc2O[Fr])nc1Cl,"[-7.1005169811, 0.6990263568293843]",unc_N461_0e97bba3_opt,0e97bba3
pcu_N696_edge140792,[P][:2pyrimidine][Ring2][C][=C][FrH0][pop][Ring1][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][=O][&&][pcu],[P][:2pyrimidine][Ring2][C][=C][FrH0][pop][Ring1][FrH0][pop],Pc1cnc(C=C[Fr])nc1[Fr],"[-8.288772, 0.6151908]",[N][:2pyrimidine][:0sulfonic_acid][:1pyrimidine][:0methyl][:1methyl_amine][:3pyrimidine][pop][:0propyl][Cl][pop][pop][:0benzenediol][:0benzenediol][Ring1][FrH0][pop][pop][Ring2][FrH0][pop][:3pyrimidine][=P][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][=O][&&][pcu],[N][:2pyrimidine][:0sulfonic_acid][:1pyrimidine][:0methyl][:1methyl_amine][:3pyrimidine][pop][:0propyl][Cl][pop][pop][:0benzenediol][:0benzenediol][Ring1][FrH0][pop][pop][Ring2][FrH0][pop][:3pyrimidine][=P],NCc1cncnc1-c1nc(-c2c(O)cccc2O[Fr])nc([Fr])c1N,"[-18.7518995013, 1.869794073617851]",pcu_N696_2d88d2cd_opt,2d88d2cd
pcu_N696_edge148083,[:0O_nitrile][C][C][Branch][C][Branch][C][FrH0][pop][S][pop][C][=C][C][Branch][C][FrH0][pop][S][pop][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][=O][&&][pcu],[:0O_nitrile][C][C][Branch][C][Branch][C][FrH0][pop][S][pop][C][=C][C][Branch][C][FrH0][pop][S][pop],N#COC(C=CC(S)C[Fr])C(S)C[Fr],"[-9.435806, 0.90064174]",[:4benzenediol][S][pop][pop][=Ring2][:0benzenediol][:0propyl][:0propyl][:2benzenediol][:1pyrimidine][:1pyrimidine][:#1methyl_amine][:#1methyl_amine][:#1methyl_amine][:#1methyl_amine][:1carboxylic_acid][FrH0][FrH0][FrH0][FrH0][FrH0][:0benzenediol][:0benzenediol][:3benzenealcohol][:3benzenealcohol][:3benzenealcohol][:=1methyl_amine][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][=O][&&][pcu],[:4benzenediol][S][pop][pop][=Ring2][:0benzenediol][:0propyl][:0propyl][:2benzenediol][:1pyrimidine][:1pyrimidine][:#1methyl_amine][:#1methyl_amine][:#1methyl_amine][:#1methyl_amine][:1carboxylic_acid][FrH0][FrH0][FrH0][FrH0][FrH0][:0benzenediol][:0benzenediol][:3benzenealcohol][:3benzenealcohol][:3benzenealcohol][:=1methyl_amine][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2],CCCOc1c2ccc(O)c1-c1c(O)ccc(c1O)-c1ccc(c(CN)c1O)Oc1cccc(O)c1-c1nc([Fr])c(CN=CN[Fr])c-2n1,"[-15.9857040136, 1.6449257126217147]",pcu_N696_8929bb32_opt,8929bb32
