seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets,dreamed_mof_name,linker_hash
nbo_N47_edge1621,[FrH0][N][C][=C][Branch][N][Branch][FrH0][pop][C][Branch][:1alkyne][pop][=C][Ring1][N][pop][:1alkyne][.][O][=C][Branch1][C][Fr][O][Ni][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][=O][&&][nbo],[FrH0][N][C][=C][Branch][N][Branch][FrH0][pop][C][Branch][:1alkyne][pop][=C][Ring1][N][pop][:1alkyne],C#CC1=CN([Fr])C=C(C#C)N1[Fr],"[-5.717092, 0.45161232]",[FrH0][N][pop][=P][Branch][:0methyl][Branch][FrH0][:0methyl][Cl][Branch][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][#N][pop][:0propyl][pop][pop][:0propyl][:0propyl][Branch][:2imidazole][Branch][S][:0pyrimidine][S][.][O][=C][Branch1][C][Fr][O][Ni][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][=O][&&][nbo],[FrH0][N][pop][=P][Branch][:0methyl][Branch][FrH0][:0methyl][Cl][Branch][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][#N][pop][:0propyl][pop][pop][:0propyl][:0propyl][Branch][:2imidazole][Branch][S][:0pyrimidine][S],CC[PH]([Fr])=N[Fr],"[-14.6870722919, 1.2127620689777607]",nbo_N47_e55f591c,e55f591c
pcu_N213_edge191108,[N][C][=Branch][=C][C][:=1methyl_amine][Ring1][=C][Branch][N][Branch][C][=C][Ring1][#Branch][pop][FrH0][pop][N][pop][pop][FrH0][.][Fr][C][O][Co][Branch1][Ring2][O][C][Fr][Branch1][Ring2][O][C][Fr][Branch1][Ring2][O][C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][pcu],[N][C][=Branch][=C][C][:=1methyl_amine][Ring1][=C][Branch][N][Branch][C][=C][Ring1][#Branch][pop][FrH0][pop][N][pop][pop][FrH0],NC([Fr])=CC1=CN=C(N)N([Fr])C=C1,"[-6.450184, 0.51821566]",[:0propyl][N][=S][:2imidazole][:0pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][FrH0][FrH0][FrH0][C][=S][=S][=S][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0propyl][Branch][:1methyl_amine][:4benzenediol][=S][:=0methyl_amine][Branch][=C][FrH0][:4benzenediol][#C][pop][pop][pop][pop][:2benzenealcohol][:0propyl][:2pyridine][:2pyridine][:2pyridine][:2pyridine][.][Fr][C][O][Co][Branch1][Ring2][O][C][Fr][Branch1][Ring2][O][C][Fr][Branch1][Ring2][O][C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][pcu],[:0propyl][N][=S][:2imidazole][:0pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][FrH0][FrH0][FrH0][C][=S][=S][=S][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0propyl][Branch][:1methyl_amine][:4benzenediol][=S][:=0methyl_amine][Branch][=C][FrH0][:4benzenediol][#C][pop][pop][pop][pop][:2benzenealcohol][:0propyl][:2pyridine][:2pyridine][:2pyridine][:2pyridine],CCCSc1c(-c2c(O)cccc2Oc2c(O)ccc(C=S=S=[SH]c3c(O)cccc3-c3c(O)cccc3CN=S=NC=C[Fr])c2O[Fr])nc(CCC)n1-c1ccncc1,"[-11.3948540758, 1.1532775094036183]",pcu_N213_0f3f37ec,0f3f37ec
nbo_N143_edge91844,[:0methyl_amine][Ring1][C][Branch][C][Branch][S][pop][Branch][N][pop][N][pop][Branch][C][FrH0][pop][C][=C][FrH0][pop][.][Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch1][Branch1][Branch1][O][Ring2][Ring1][Branch2][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][nbo],[:0methyl_amine][Ring1][C][Branch][C][Branch][S][pop][Branch][N][pop][N][pop][Branch][C][FrH0][pop][C][=C][FrH0][pop],NCC(C=C[Fr])(C[Fr])C(N)(N)S,"[-10.00603, 0.948159]",[Cl][:2pyrimidine][=P][FrH0][:2imidazole][:1pyrimidine][:3pyrimidine][:0benzenediol][:0benzenediol][:0propyl][:1methyl_amine][=P][:0propyl][=P][:1imidazole][S][:=0methyl_amine][FrH0][FrH0][S][:0methyl][=S][=S][:0propyl][:0propyl][:3pyrimidine][:3pyrimidine][:3pyrimidine][:1pyrimidine][:1pyrimidine][:0propyl][:0propyl][:0propyl][:2benzenediol][:2benzenediol][.][Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch1][Branch1][Branch1][O][Ring2][Ring1][Branch2][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][nbo],[Cl][:2pyrimidine][=P][FrH0][:2imidazole][:1pyrimidine][:3pyrimidine][:0benzenediol][:0benzenediol][:0propyl][:1methyl_amine][=P][:0propyl][=P][:1imidazole][S][:=0methyl_amine][FrH0][FrH0][S][:0methyl][=S][=S][:0propyl][:0propyl][:3pyrimidine][:3pyrimidine][:3pyrimidine][:1pyrimidine][:1pyrimidine][:0propyl][:0propyl][:0propyl][:2benzenediol][:2benzenediol],CCCOc1c(CCC)c([SH]=NC[Fr])c([SH]=[SH]CCC)c(Oc2ccnc(-c3ncnc(-c4ccc(O)cc4O)c3CCC)n2)c1-c1cncnc1-c1ncc(Cl)c([Fr])n1,"[-12.7369573669, 1.1712272318783645]",nbo_N143_18e8e51b,18e8e51b
crb_N307_edge108025,[:0sulfonic_acid][Ring1][C][Branch][C][C][Branch][O][FrH0][pop][C][O][pop][=C][C][FrH0][pop][.][Fr][C][=N][Cu][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][crb],[:0sulfonic_acid][Ring1][C][Branch][C][C][Branch][O][FrH0][pop][C][O][pop][=C][C][FrH0][pop],O=S(O)C(=CC[Fr])CC(CO)O[Fr],"[-6.094919, 0.50949895]",[FrH0][FrH0][#C][Branch][:5benzenediol][:0benzenediol][:0benzenediol][:1methyl_amine][:0benzenediol][pop][:0benzenediol][Cl][pop][Ring2][:1pyrimidine][:3pyrimidine][:3pyrimidine][:0propyl][pop][pop][pop][Ring2][:2benzenediol][:2benzenealcohol][:1carboxylic_acid][.][Fr][C][=N][Cu][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][crb],[FrH0][FrH0][#C][Branch][:5benzenediol][:0benzenediol][:0benzenediol][:1methyl_amine][:0benzenediol][pop][:0benzenediol][Cl][pop][Ring2][:1pyrimidine][:3pyrimidine][:3pyrimidine][:0propyl][pop][pop][pop][Ring2][:2benzenediol][:2benzenealcohol][:1carboxylic_acid],[Fr][Fr],"[-8.4242112388, 0.7616975308294884]",crb_N307_26655bb9,26655bb9
rho_N492_edge145995,[FrH0][C][Branch][C][pop][Branch][C][pop][:0benzene][Ring1][C][pop][Ring2][C][pop][Ring1][:1alkyne][Ring1][FrH0][pop][pop][Ring1][C][pop][.][O][=C][Branch1][C][Fr][O][Be][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][rho],[FrH0][C][Branch][C][pop][Branch][C][pop][:0benzene][Ring1][C][pop][Ring2][C][pop][Ring1][:1alkyne][Ring1][FrH0][pop][pop][Ring1][C][pop],Cc1cc(C)c(C(C)(C)[Fr])c(C)c1C#C[Fr],"[-9.473846, 0.89712405]",[FrH0][:=1methyl_amine][:=1methyl_amine][:0sulfonic_acid][:0benzenediol][:4benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:1alkyne][:0benzenediol][S][FrH0][pop][pop][:1pyrimidine][:0benzenediol][:1pyrimidine][:2imidazole][:0benzenediol][:0benzenediol][:2pyrimidine][:2pyrimidine][:2pyrimidine][:0propyl][:0propyl][:0propyl][:0propyl][:0benzenediol][:2benzenediol][:1pyrimidine][:0benzenediol][:0benzenediol][:2imidazole][:1pyrimidine][:1carboxylic_acid][:1pyrimidine][:1pyrimidine][.][O][=C][Branch1][C][Fr][O][Be][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][rho],[FrH0][:=1methyl_amine][:=1methyl_amine][:0sulfonic_acid][:0benzenediol][:4benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:1alkyne][:0benzenediol][S][FrH0][pop][pop][:1pyrimidine][:0benzenediol][:1pyrimidine][:2imidazole][:0benzenediol][:0benzenediol][:2pyrimidine][:2pyrimidine][:2pyrimidine][:0propyl][:0propyl][:0propyl][:0propyl][:0benzenediol][:2benzenediol][:1pyrimidine][:0benzenediol][:0benzenediol][:2imidazole][:1pyrimidine][:1carboxylic_acid][:1pyrimidine][:1pyrimidine],CCCc1nc(CCC)c(Oc2cccc(O)c2-c2nc[nH]c2Oc2cccc(O)c2-c2ccc(O)c(Oc3cc(O)ccc3S(=O)ONC[Fr])c2OC#CS[Fr])c(-c2ncncc2-c2c(O)cccc2Oc2ncncc2-c2ccncn2)n1,"[-502.311183686, 132.25212161607746]",rho_N492_3c320e22,3c320e22
srs_N682_edge167320,[P][:0benzene][Ring2][FrH0][pop][Ring1][C][=Branch][=C][Branch][N][=C][Ring1][#Branch][pop][P][pop][P][pop][Ring2][FrH0][pop][.][O][U][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][srs],[P][:0benzene][Ring2][FrH0][pop][Ring1][C][=Branch][=C][Branch][N][=C][Ring1][#Branch][pop][P][pop][P][pop][Ring2][FrH0][pop],Pc1cc([Fr])c2c(P)c(P)ncc2c1[Fr],"[-5.358271, 0.3252281]",[:1benzenediol][:1benzenediol][=Ring2][Cl][Cl][Cl][FrH0][FrH0][:1amide][:0propyl][:2imidazole][:2imidazole][:2imidazole][:2imidazole][:2imidazole][:2imidazole][:0pyridine][:4benzenealcohol][S][S][S][:0pyrimidine][:0pyrimidine][FrH0][FrH0][:0pyrimidine][:0benzenediol][:0benzenediol][Cl][S][:0propyl][:0pyrimidine][:1pyrimidine][S][:0imidazole][#N][SH2][SH2][SH2][.][O][U][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][srs],[:1benzenediol][:1benzenediol][=Ring2][Cl][Cl][Cl][FrH0][FrH0][:1amide][:0propyl][:2imidazole][:2imidazole][:2imidazole][:2imidazole][:2imidazole][:2imidazole][:0pyridine][:4benzenealcohol][S][S][S][:0pyrimidine][:0pyrimidine][FrH0][FrH0][:0pyrimidine][:0benzenediol][:0benzenediol][Cl][S][:0propyl][:0pyrimidine][:1pyrimidine][S][:0imidazole][#N][SH2][SH2][SH2],CCCSOc1c(Sc2nccn2[SH2][SH2][SH2])ccc(O)c1-c1ccnc(-c2cnc(SSSc3cccnc3-c3nc[nH]c3-c3nc[nH]c3-c3nc[nH]c3NC(=O)c3ccc(O)cc3O[Fr])nc2[Fr])n1,"[-10.102838372, 0.8710045575777698]",srs_N682_9892d16e,9892d16e
sxb_N341_edge58802,[Cl][:3pyridine][Ring2][FrH0][pop][Ring1][Cl][pop][Ring1][FrH0][pop][.][O][C][Branch1][C][Fr][O][Co][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][sxb],[Cl][:3pyridine][Ring2][FrH0][pop][Ring1][Cl][pop][Ring1][FrH0][pop],Clc1cnc([Fr])c(Cl)c1[Fr],"[-12.084536, 1.0837452]",[:0methyl_amine][Ring1][:0methyl_amine][Ring1][=S][Branch][:1benzenediol][#Branch][P][:0propyl][#Branch][:0benzenediol][#Branch][FrH0][pop][Ring2][:0benzenediol][:0benzenediol][FrH0][pop][pop][pop][pop][pop][pop][:0propyl][:2pyridine][:1pyrimidine][.][O][C][Branch1][C][Fr][O][Co][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][sxb],[:0methyl_amine][Ring1][:0methyl_amine][Ring1][=S][Branch][:1benzenediol][#Branch][P][:0propyl][#Branch][:0benzenediol][#Branch][FrH0][pop][Ring2][:0benzenediol][:0benzenediol][FrH0][pop][pop][pop][pop][pop][pop][:0propyl][:2pyridine][:1pyrimidine],CCCPc1c(O)c(-c2c(O)cccc2O[Fr])cc([Fr])c1O[SH]=CNCNc1ccncc1,"[-21.7150045008, 2.486907088451133]",sxb_N341_76b05725,76b05725
unc_N34_edge32116,[O][O][C][=C][Branch][C][Branch][C][Branch][O][O][pop][FrH0][pop][Branch][O][O][pop][Ring1][Ring1][pop][C][Branch][O][FrH0][pop][Branch][O][O][pop][O][O][.][O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][&&][unc],[O][O][C][=C][Branch][C][Branch][C][Branch][O][O][pop][FrH0][pop][Branch][O][O][pop][Ring1][Ring1][pop][C][Branch][O][FrH0][pop][Branch][O][O][pop][O][O],OOC1=C(C(OO)(OO)O[Fr])C1(OO)C([Fr])OO,"[-5.4174695, 0.42766324]",[SH2][:2imidazole][Br][=C][=C][Cl][:0methyl][FrH0][FrH0][FrH0][:=1methyl_amine][N][S][:2imidazole][:2imidazole][=O][:3pyrimidine][:1pyrimidine][:3pyrimidine][:1pyrimidine][=P][#N][=P][:2pyridine][:2benzenealcohol][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:2imidazole][:3pyrimidine][:1alkyne][=O][:=1methyl_amine][:0propyl][:0propyl][:2imidazole][:2imidazole][:2imidazole][.][O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][&&][unc],[SH2][:2imidazole][Br][=C][=C][Cl][:0methyl][FrH0][FrH0][FrH0][:=1methyl_amine][N][S][:2imidazole][:2imidazole][=O][:3pyrimidine][:1pyrimidine][:3pyrimidine][:1pyrimidine][=P][#N][=P][:2pyridine][:2benzenealcohol][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:2imidazole][:3pyrimidine][:1alkyne][=O][:=1methyl_amine][:0propyl][:0propyl][:2imidazole][:2imidazole][:2imidazole],[SH2]c1c(C=CCl)nc([Fr])n1[Fr],"[-11.4926483546, 1.0984162299380893]",unc_N34_e9e5e190,e9e5e190
utk_N411_edge89326,[FrH0][C][C][Branch][O][O][pop][C][Branch][C][Branch][C][Branch][S][N][pop][FrH0][pop][O][O][pop][C][.][Fr][N][N][=C][N][Branch1][Ring2][C][Ring1][Branch1][Cu][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][utk],[FrH0][C][C][Branch][O][O][pop][C][Branch][C][Branch][C][Branch][S][N][pop][FrH0][pop][O][O][pop][C],CC(C(C[Fr])OO)C(OO)C([Fr])SN,"[-12.975705, 1.1795384]",[:0propyl][:0benzenediol][:2imidazole][:0benzenediol][FrH0][pop][:0benzenediol][:1pyrimidine][:1pyrimidine][:1pyrimidine][:1pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][Ring2][FrH0][:2imidazole][:2imidazole][:2benzenediol][:2benzenealcohol][#C][Ring2][:2benzenealcohol][:1pyrimidine][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:1pyrimidine][:1methyl_amine][:1methyl_amine][:1pyrimidine][:1methyl_amine][.][Fr][N][N][=C][N][Branch1][Ring2][C][Ring1][Branch1][Cu][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][utk],[:0propyl][:0benzenediol][:2imidazole][:0benzenediol][FrH0][pop][:0benzenediol][:1pyrimidine][:1pyrimidine][:1pyrimidine][:1pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][Ring2][FrH0][:2imidazole][:2imidazole][:2benzenediol][:2benzenealcohol][#C][Ring2][:2benzenealcohol][:1pyrimidine][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:1pyrimidine][:1methyl_amine][:1methyl_amine][:1pyrimidine][:1methyl_amine],CCCc1[nH]c(-c2ncncc2-c2ncncc2-c2c(O)cccc2Oc2c(O)cccc2Oc2c(O)cc(-c3[nH]cnc3-c3ccc(O)cc3-c3ccc(O)cc3-c3ncncc3CNCN)c([Fr])c2O)nc1[Fr],"[-16.3211293477, 1.584689460990404]",utk_N411_9c7dcf19,9c7dcf19
cds_N42_edge127479,[Br][C][=C][Branch][C][=Branch][=C][Branch][FrH0][pop][Ring1][Ring2][pop][C][C][Branch][O][FrH0][pop][Br][pop][Br][.][ClH0][Co][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][cds],[Br][C][=C][Branch][C][=Branch][=C][Branch][FrH0][pop][Ring1][Ring2][pop][C][C][Branch][O][FrH0][pop][Br][pop][Br],BrC1=C(Br)C(CC(Br)O[Fr])=C1[Fr],"[-4.747307, 0.3130751]",[:0amide][:0amide][:0phosphoric_acid][:0phosphoric_acid][:1amide][FrH0][FrH0][:0propyl][FrH0][FrH0][:0benzenealcohol][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][:2pyrimidine][:2pyrimidine][:2pyrimidine][:0benzenealcohol][:2pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:1pyrimidine][:0benzenediol][:2pyrimidine][:1pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][Branch][.][ClH0][Co][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][cds],[:0amide][:0amide][:0phosphoric_acid][:0phosphoric_acid][:1amide][FrH0][FrH0][:0propyl][FrH0][FrH0][:0benzenealcohol][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][Ring2][:2pyrimidine][:2pyrimidine][:2pyrimidine][:0benzenealcohol][:2pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:1pyrimidine][:0benzenediol][:2pyrimidine][:1pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][Branch],O=CNOP(=O)(O[Fr])OC(=O)N[Fr],"[-5.0828757355, 0.4983567024940339]",cds_N42_504ccf84,504ccf84
nbo_N200_edge175366,[O][C][=C][Branch][C][=C][Branch][C][C][Branch][O][FrH0][pop][Branch][O][pop][O][pop][Ring1][Ring2][pop][:1alkyne][Ring1][FrH0][pop][.][S][=C][=N][Fe][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][nbo],[O][C][=C][Branch][C][=C][Branch][C][C][Branch][O][FrH0][pop][Branch][O][pop][O][pop][Ring1][Ring2][pop][:1alkyne][Ring1][FrH0][pop],OC1=C(C#C[Fr])C=C1CC(O)(O)O[Fr],"[-3.7183797, 0.15794039]",[S][S][:1amide][:1amide][:1amide][:0pyrimidine][:0pyrimidine][=S][=S][=S][=S][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][FrH0][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][:1pyrimidine][:1pyrimidine][:1pyrimidine][:2pyrimidine][:2pyrimidine][:1pyridine][FrH0][FrH0][=Ring2][.][S][=C][=N][Fe][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][nbo],[S][S][:1amide][:1amide][:1amide][:0pyrimidine][:0pyrimidine][=S][=S][=S][=S][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][FrH0][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][:1pyrimidine][:1pyrimidine][:1pyrimidine][:2pyrimidine][:2pyrimidine][:1pyridine][FrH0][FrH0][=Ring2],O=C(NC(=O)SS)Nc1nccc([SH]=S=[SH]c2nccc(-c3nccc(-c4nccc(-c5nccc(-c6ncc(-c7nccc(-c8nccc(-c9c(O)cccc9Oc9c(O)cccc9Oc9ncncc9-c9cncnc9-c9cnccc9[Fr])n8)n7)c([Fr])n6)n5)n4)n3)n2)n1,"[-11.4595421147, 1.0366264192910468]",nbo_N200_5b382829,5b382829
utp_N611_edge41652,[O][O][C][=C][Branch][C][Branch][N][Branch][C][Branch][O][O][pop][Branch][O][O][pop][Ring1][Branch][pop][FrH0][pop][Branch][O][O][pop][O][O][pop][FrH0][.][BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][utp],[O][O][C][=C][Branch][C][Branch][N][Branch][C][Branch][O][O][pop][Branch][O][O][pop][Ring1][Branch][pop][FrH0][pop][Branch][O][O][pop][O][O][pop][FrH0],OOC1=C([Fr])C(OO)(OO)N([Fr])C1(OO)OO,"[-4.876215, 0.38276666]",[:0propyl][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][FrH0][:0benzenediol][:0benzenediol][Cl][pop][Ring1][S][:0benzenediol][pop][pop][N][Branch][:1amide][Ring1][:1methyl_amine][Ring1][FrH0][pop][pop][pop][#Branch][:0benzenediol][:0benzenealcohol][Branch][:2pyrimidine][=S][FrH0][pop][pop][pop][pop][:1methyl_amine][Cl][.][BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][utp],[:0propyl][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][FrH0][:0benzenediol][:0benzenediol][Cl][pop][Ring1][S][:0benzenediol][pop][pop][N][Branch][:1amide][Ring1][:1methyl_amine][Ring1][FrH0][pop][pop][pop][#Branch][:0benzenediol][:0benzenealcohol][Branch][:2pyrimidine][=S][FrH0][pop][pop][pop][pop][:1methyl_amine][Cl],CCCc1c(O)ccc(Cl)c1Oc1c(O)cc(-c2c(O)cccc2Oc2cncnc2[Fr])c(C(=O)NCN[Fr])c1Oc1c(O)ccc(Sc2c(O)cccc2O)c1OCl,"[-6.2651649162, 0.5219418078504924]",utp_N611_cc05a8ad,cc05a8ad
